copyid,bookid,status
8403,7624,available
8404,7625,borrowed
8405,7626,borrowed
8406,7627,borrowed
8407,7628,available
8408,7629,available
8409,7630,borrowed
8410,7631,available
8411,7632,available
8412,7633,borrowed
8413,7634,out of stock
8414,7635,available
8415,7636,out of stock
8416,7637,out of stock
8417,7638,borrowed
8418,7639,out of stock
8419,7640,available
8420,7641,borrowed
8421,7642,borrowed
8422,7643,available
8423,7644,available
8424,7645,out of stock
8425,7646,out of stock
8426,7647,out of stock
8427,7648,borrowed
8428,7649,available
8429,7650,out of stock
8430,7651,out of stock
8431,7652,out of stock
8432,7653,borrowed
8433,7654,available
8434,7655,out of stock
8435,7656,borrowed
8436,7657,borrowed
8437,7658,out of stock
8438,7659,borrowed
8439,7660,borrowed
8440,7661,out of stock
8441,7662,out of stock
8442,7663,borrowed
8443,7664,out of stock
8444,7665,borrowed
8445,7666,available
8446,7667,borrowed
8447,7668,out of stock
8448,7669,out of stock
8449,7670,borrowed
8450,7671,out of stock
8451,7672,available
8452,7673,available
8453,7674,out of stock
8454,7675,available
8455,7676,out of stock
8456,7677,borrowed
8457,7678,out of stock
8458,7679,out of stock
8459,7680,available
8460,7681,borrowed
8461,7682,out of stock
8462,7683,available
8463,7684,available
8464,7685,borrowed
8465,7686,borrowed
8466,7687,borrowed
8467,7688,available
8468,7689,available
8469,7690,available
8470,7691,available
8471,7692,available
8472,7693,out of stock
8473,7694,borrowed
8474,7695,borrowed
8475,7696,available
8476,7697,out of stock
8477,7698,borrowed
8478,7699,borrowed
8479,7700,out of stock
8480,7701,borrowed
8481,7702,borrowed
8482,7703,available
8483,7704,borrowed
8484,7705,out of stock
8485,7706,available
8486,7707,out of stock
8487,7708,borrowed
8488,7709,available
8489,7710,available
8490,7711,out of stock
8491,7712,borrowed
8492,7713,borrowed
8493,7714,available
8494,7715,out of stock
8495,7716,out of stock
8496,7717,available
8497,7718,borrowed
8498,7719,borrowed
8499,7720,borrowed
8500,7721,out of stock
8501,7722,out of stock
8502,7723,borrowed
8503,7724,borrowed
8504,7725,out of stock
8505,7726,out of stock
8506,7727,borrowed
8507,7728,borrowed
8508,7729,available
8509,7730,available
8510,7731,out of stock
8511,7732,borrowed
8512,7733,available
8513,7734,available
8514,7735,available
8515,7736,borrowed
8516,7737,available
8517,7738,borrowed
8518,7739,borrowed
8519,7740,out of stock
8520,7741,borrowed
8521,7742,borrowed
8522,7743,borrowed
8523,7744,available
8524,7745,borrowed
8525,7746,out of stock
8526,7747,out of stock
8527,7748,available
8528,7749,out of stock
8529,7750,available
8530,7751,borrowed
8531,7752,out of stock
8532,7753,out of stock
8533,7754,available
8534,7755,out of stock
8535,7756,out of stock
8536,7757,borrowed
8537,7758,available
8538,7759,available
8539,7760,borrowed
8540,7761,out of stock
8541,7762,borrowed
8542,7763,out of stock
8543,7764,out of stock
8544,7765,out of stock
8545,7766,available
8546,7767,borrowed
8547,7768,borrowed
8548,7769,out of stock
8549,7770,out of stock
8550,7771,available
8551,7772,out of stock
8552,7773,out of stock
8553,7774,available
8554,7775,borrowed
8555,7776,out of stock
8556,7777,out of stock
8557,7778,available
8558,7779,out of stock
8559,7780,available
8560,7781,out of stock
8561,7782,available
8562,7783,out of stock
8563,7784,borrowed
8564,7785,borrowed
8565,7786,borrowed
8566,7787,borrowed
8567,7788,borrowed
8568,7789,available
8569,7790,available
8570,7791,out of stock
8571,7792,available
8572,7793,available
8573,7794,out of stock
8574,7795,available
8575,7796,borrowed
8576,7797,borrowed
8577,7798,out of stock
8578,7799,out of stock
8579,7800,borrowed
8580,7801,available
8581,7802,borrowed
8582,7803,out of stock
8583,7804,out of stock
8584,7805,borrowed
8585,7806,out of stock
8586,7807,available
8587,7808,out of stock
8588,7809,available
8589,7810,out of stock
8590,7811,borrowed
8591,7812,out of stock
8592,7813,available
8593,7814,out of stock
8594,7815,available
8595,7816,available
8596,7817,available
8597,7818,out of stock
8598,7819,out of stock
8599,7820,available
8600,7821,borrowed
8601,7822,available
8602,7823,borrowed
8603,7824,borrowed
8604,7825,borrowed
8605,7826,out of stock
8606,7827,out of stock
8607,7828,available
8608,7829,available
8609,7830,out of stock
8610,7831,borrowed
8611,7832,borrowed
8612,7833,available
8613,7834,borrowed
8614,7835,available
8615,7836,available
8616,7837,out of stock
8617,7838,out of stock
8618,7839,borrowed
8619,7840,borrowed
8620,7841,out of stock
8621,7842,out of stock
8622,7843,available
8623,7844,available
8624,7845,out of stock
8625,7846,out of stock
8626,7847,borrowed
8627,7848,out of stock
8628,7849,available
8629,7850,out of stock
8630,7851,borrowed
8631,7852,available
8632,7853,available
8633,7854,out of stock
8634,7855,borrowed
8635,7856,borrowed
8636,7857,out of stock
8637,7858,available
8638,7859,borrowed
8639,7860,available
8640,7861,out of stock
8641,7862,available
8642,7863,out of stock
8643,7864,out of stock
8644,7865,out of stock
8645,7866,out of stock
8646,7867,available
8647,7868,borrowed
8648,7869,out of stock
8649,7870,available
8650,7871,borrowed
8651,7872,borrowed
8652,7873,out of stock
8653,7874,available
8654,7875,available
8655,7876,out of stock
8656,7877,borrowed
8657,7878,available
8658,7879,available
8659,7880,available
8660,7881,borrowed
8661,7882,out of stock
8662,7883,available
8663,7884,available
8664,7885,borrowed
8665,7886,borrowed
8666,7887,available
8667,7888,out of stock
8668,7889,out of stock
8669,7890,borrowed
8670,7891,borrowed
8671,7892,borrowed
8672,7893,borrowed
8673,7894,out of stock
8674,7895,borrowed
8675,7896,borrowed
8676,7897,out of stock
8677,7898,out of stock
8678,7899,out of stock
8679,7900,available
8680,7901,out of stock
8681,7902,out of stock
8682,7903,borrowed
8683,7904,out of stock
8684,7905,available
8685,7906,available
8686,7907,borrowed
8687,7908,available
8688,7909,borrowed
8689,7910,out of stock
8690,7911,out of stock
8691,7912,out of stock
8692,7913,borrowed
8693,7914,borrowed
8694,7915,out of stock
8695,7916,borrowed
8696,7917,available
8697,7918,out of stock
8698,7919,out of stock
8699,7920,out of stock
8700,7921,available
8701,7922,available
8702,7923,borrowed
8703,7924,borrowed
8704,7925,out of stock
8705,7926,out of stock
8706,7927,borrowed
8707,7928,available
8708,7929,available
8709,7930,available
8710,7931,out of stock
8711,7932,out of stock
8712,7933,borrowed
8713,7934,borrowed
8714,7935,borrowed
8715,7936,out of stock
8716,7937,borrowed
8717,7938,out of stock
8718,7939,available
8719,7940,out of stock
8720,7941,borrowed
8721,7942,out of stock
8722,7943,available
8723,7944,available
8724,7945,available
8725,7946,borrowed
8726,7947,available
8727,7948,available
8728,7949,borrowed
8729,7950,out of stock
8730,7951,borrowed
8731,7952,borrowed
8732,7953,available
8733,7954,out of stock
8734,7955,available
8735,7956,out of stock
8736,7957,available
8737,7958,borrowed
8738,7959,out of stock
8739,7960,out of stock
8740,7961,borrowed
8741,7962,available
8742,7963,out of stock
8743,7964,borrowed
8744,7965,out of stock
8745,7966,out of stock
8746,7967,available
8747,7968,available
8748,7969,out of stock
8749,7970,borrowed
8750,7971,available
8751,7972,borrowed
8752,7973,available
8753,7974,borrowed
8754,7975,borrowed
8755,7976,out of stock
8756,7977,out of stock
8757,7978,available
8758,7979,out of stock
8759,7980,borrowed
8760,7981,borrowed
8761,7982,borrowed
8762,7983,out of stock
8763,7984,out of stock
8764,7985,available
8765,7986,borrowed
8766,7987,borrowed
8767,7988,borrowed
8768,7989,borrowed
8769,7990,out of stock
8770,7991,borrowed
8771,7992,borrowed
8772,7993,out of stock
8773,7994,out of stock
8774,7995,available
8775,7996,out of stock
8776,7997,out of stock
8777,7998,available
8778,7999,out of stock
8779,8000,available
8780,8001,out of stock
8781,8002,borrowed
8782,8003,out of stock
8783,8004,available
8784,8005,borrowed
8785,8006,out of stock
8786,8007,available
8787,8008,available
8788,8009,borrowed
8789,8010,available
8790,8011,available
8791,8012,borrowed
8792,8013,out of stock
8793,8014,available
8794,8015,available
8795,8016,available
8796,8017,borrowed
8797,8018,borrowed
8798,8019,borrowed
8799,8020,out of stock
8800,8021,out of stock
8801,8022,available
8802,8023,borrowed
8803,8024,borrowed
8804,8025,borrowed
8805,8026,available
8806,8027,out of stock
8807,8028,borrowed
8808,8029,borrowed
8809,8030,out of stock
8810,8031,available
8811,8032,borrowed
8812,8033,out of stock
8813,8034,available
8814,8035,out of stock
8815,8036,out of stock
8816,8037,available
8817,8038,borrowed
8818,8039,borrowed
8819,8040,borrowed
8820,8041,out of stock
8821,8042,borrowed
8822,8043,out of stock
8823,8044,borrowed
8824,8045,borrowed
8825,8046,available
8826,8047,out of stock
8827,8048,borrowed
8828,8049,out of stock
8829,8050,borrowed
8830,8051,out of stock
8831,8052,out of stock
8832,8053,out of stock
8833,8054,borrowed
8834,8055,available
8835,8056,borrowed
8836,8057,out of stock
8837,8058,borrowed
8838,8059,out of stock
8839,8060,out of stock
8840,8061,out of stock
8841,8062,out of stock
8842,8063,borrowed
8843,8064,borrowed
8844,8065,available
8845,8066,borrowed
8846,8067,out of stock
8847,8068,borrowed
8848,8069,borrowed
8849,8070,available
8850,8071,out of stock
8851,8072,borrowed
8852,8073,out of stock
8853,8074,out of stock
8854,8075,available
8855,8076,available
8856,8077,available
8857,8078,available
8858,8079,out of stock
8859,8080,out of stock
8860,8081,borrowed
8861,8082,out of stock
8862,8083,borrowed
8863,8084,out of stock
8864,8085,available
8865,8086,borrowed
8866,8087,out of stock
8867,8088,available
8868,8089,available
8869,8090,available
8870,8091,out of stock
8871,8092,out of stock
8872,8093,available
8873,8094,available
8874,8095,borrowed
8875,8096,borrowed
8876,8097,out of stock
8877,8098,available
8878,8099,out of stock
8879,8100,available
8880,8101,borrowed
8881,8102,out of stock
8882,8103,available
8883,8104,available
8884,8105,out of stock
8885,8106,out of stock
8886,8107,out of stock
8887,8108,out of stock
8888,8109,out of stock
8889,8110,available
8890,8111,borrowed
8891,8112,out of stock
8892,8113,out of stock
8893,8114,available
8894,8115,borrowed
8895,8116,out of stock
8896,8117,available
8897,8118,borrowed
8898,8119,borrowed
8899,8120,available
8900,8121,borrowed
8901,8122,available
8902,8123,out of stock
8903,8124,available
8904,8125,borrowed
8905,8126,available
8906,8127,borrowed
8907,8128,out of stock
8908,8129,out of stock
8909,8130,out of stock
8910,8131,out of stock
8911,8132,out of stock
8912,8133,out of stock
8913,8134,available
8914,8135,out of stock
8915,8136,out of stock
8916,8137,available
8917,8138,out of stock
8918,8139,out of stock
8919,8140,borrowed
8920,8141,available
8921,8142,out of stock
8922,8143,available
8923,8144,borrowed
8924,8145,borrowed
8925,8146,out of stock
8926,8147,borrowed
8927,8148,borrowed
8928,8149,borrowed
8929,8150,borrowed
8930,8151,available
8931,8152,out of stock
8932,8153,available
8933,8154,out of stock
8934,8155,available
8935,8156,available
8936,8157,out of stock
8937,8158,available
8938,8159,out of stock
8939,8160,out of stock
8940,8161,borrowed
8941,8162,available
8942,8163,available
8943,8164,borrowed
8944,8165,borrowed
8945,8166,borrowed
8946,8167,available
8947,8168,borrowed
8948,8169,available
8949,8170,borrowed
8950,8171,borrowed
8951,8172,out of stock
8952,8173,available
8953,8174,out of stock
8954,8175,available
8955,8176,borrowed
8956,8177,available
8957,8178,out of stock
8958,8179,out of stock
8959,8180,out of stock
8960,8181,out of stock
8961,8182,borrowed
8962,8183,available
8963,8184,borrowed
8964,8185,out of stock
8965,8186,out of stock
8966,8187,available
8967,8188,available
8968,8189,out of stock
8969,8190,out of stock
8970,8191,borrowed
8971,8192,borrowed
8972,8193,available
8973,8194,available
8974,8195,available
8975,8196,borrowed
8976,8197,borrowed
8977,8198,borrowed
8978,8199,borrowed
8979,8200,out of stock
8980,8201,borrowed
8981,8202,borrowed
8982,8203,available
8983,8204,out of stock
8984,8205,out of stock
8985,8206,available
8986,8207,borrowed
8987,8208,out of stock
8988,8209,borrowed
8989,8210,borrowed
8990,8211,out of stock
8991,8212,available
8992,8213,borrowed
8993,8214,available
8994,8215,available
8995,8216,borrowed
8996,8217,out of stock
8997,8218,available
8998,8219,available
8999,8220,available
9000,8221,available
9001,8222,borrowed
9002,8223,available
9003,8224,out of stock
9004,8225,borrowed
9005,8226,available
9006,8227,borrowed
9007,8228,out of stock
9008,8229,available
9009,8230,available
9010,8231,borrowed
9011,8232,borrowed
9012,8233,available
9013,8234,available
9014,8235,out of stock
9015,8236,out of stock
9016,8237,available
9017,8238,available
9018,8239,out of stock
9019,8240,borrowed
9020,8241,borrowed
9021,8242,borrowed
9022,8243,out of stock
9023,8244,available
9024,8245,available
9025,8246,available
9026,8247,out of stock
9027,8248,borrowed
9028,8249,available
9029,8250,borrowed
9030,8251,borrowed
9031,8252,available
9032,8253,borrowed
9033,8254,borrowed
9034,8255,available
9035,8256,out of stock
9036,8257,out of stock
9037,8258,available
9038,8259,available
9039,8260,borrowed
9040,8261,out of stock
9041,8262,borrowed
9042,8263,out of stock
9043,8264,available
9044,8265,available
9045,8266,out of stock
9046,8267,borrowed
9047,8268,available
9048,8269,borrowed
9049,8270,borrowed
9050,8271,borrowed
9051,8272,out of stock
9052,8273,available
9053,8274,out of stock
9054,8275,available
9055,8276,out of stock
9056,8277,available
9057,8278,out of stock
9058,8279,available
9059,8280,borrowed
9060,8281,out of stock
9061,8282,borrowed
9062,8283,out of stock
9063,8284,available
9064,8285,available
9065,8286,available
9066,8287,out of stock
9067,8288,out of stock
9068,8289,borrowed
9069,8290,borrowed
9070,8291,out of stock
9071,8292,available
9072,8293,available
9073,8294,borrowed
9074,8295,out of stock
9075,8296,out of stock
9076,8297,available
9077,8298,borrowed
9078,8299,borrowed
9079,8300,borrowed
9080,8301,borrowed
9081,8302,borrowed
9082,8303,borrowed
9083,8304,out of stock
9084,8305,available
9085,8306,available
9086,8307,out of stock
9087,8308,available
9088,8309,out of stock
9089,8310,borrowed
9090,8311,out of stock
9091,8312,out of stock
9092,8313,borrowed
9093,8314,available
9094,8315,out of stock
9095,8316,out of stock
9096,8317,borrowed
9097,8318,available
9098,8319,available
9099,8320,out of stock
9100,8321,out of stock
9101,8322,available
9102,8323,borrowed
9103,8324,borrowed
9104,8325,borrowed
9105,8326,borrowed
9106,8327,borrowed
9107,8328,borrowed
9108,8329,borrowed
9109,8330,out of stock
9110,8331,borrowed
9111,8332,borrowed
9112,8333,out of stock
9113,8334,borrowed
9114,8335,available
9115,8336,out of stock
9116,8337,out of stock
9117,8338,available
9118,8339,out of stock
9119,8340,available
9120,8341,out of stock
9121,8342,borrowed
9122,8343,available
9123,8344,borrowed
9124,8345,borrowed
9125,8346,available
9126,8347,out of stock
9127,8348,out of stock
9128,8349,borrowed
9129,8350,available
9130,8351,available
9131,8352,available
9132,8353,borrowed
9133,8354,borrowed
9134,8355,borrowed
9135,8356,out of stock
9136,8357,available
9137,8358,out of stock
9138,8359,available
9139,8360,available
9140,8361,borrowed
9141,8362,out of stock
9142,8363,available
9143,8364,borrowed
9144,8365,out of stock
9145,8366,borrowed
9146,8367,borrowed
9147,8368,borrowed
9148,8369,out of stock
9149,8370,out of stock
9150,8371,available
9151,8372,available
9152,8373,borrowed
9153,8374,available
9154,8375,available
9155,8376,borrowed
9156,8377,available
9157,8378,out of stock
9158,8379,out of stock
9159,8380,available
9160,8381,borrowed
9161,8382,out of stock
9162,8383,borrowed
9163,8384,borrowed
9164,8385,out of stock
9165,8386,borrowed
9166,8387,out of stock
9167,8388,available
9168,8389,out of stock
9169,8390,borrowed
9170,8391,out of stock
9171,8392,borrowed
9172,8393,available
9173,8394,out of stock
9174,8395,available
9175,8396,out of stock
9176,8397,out of stock
9177,8398,borrowed
9178,8399,borrowed
9179,8400,available
9180,8401,available
9181,8402,out of stock
9182,8403,available
9183,8404,available
9184,8405,borrowed
9185,8406,available
9186,8407,borrowed
9187,8408,borrowed
9188,8409,out of stock
9189,8410,borrowed
9190,8411,available
9191,8412,out of stock
9192,8413,available
9193,8414,available
9194,8415,out of stock
9195,8416,out of stock
9196,8417,out of stock
9197,8418,available
9198,8419,available
9199,8420,available
9200,8421,borrowed
9201,8422,borrowed
9202,8423,out of stock
9203,8424,available
9204,8425,borrowed
9205,8426,out of stock
9206,8427,available
9207,8428,available
9208,8429,available
9209,8430,borrowed
9210,8431,available
9211,8432,out of stock
9212,8433,out of stock
9213,8434,borrowed
9214,8435,available
9215,8436,available
9216,8437,borrowed
9217,8438,available
9218,8439,available
9219,8440,borrowed
9220,8441,out of stock
9221,8442,borrowed
9222,8443,out of stock
9223,8444,out of stock
9224,8445,out of stock
9225,8446,available
9226,8447,available
9227,8448,borrowed
9228,8449,out of stock
9229,8450,out of stock
9230,8451,borrowed
9231,8452,out of stock
9232,8453,out of stock
9233,8454,borrowed
9234,8455,out of stock
9235,8456,available
9236,8457,available
9237,8458,available
9238,8459,out of stock
9239,8460,out of stock
9240,8461,available
9241,8462,borrowed
9242,8463,out of stock
9243,8464,out of stock
9244,8465,borrowed
9245,8466,available
9246,8467,out of stock
9247,8468,available
9248,8469,borrowed
9249,8470,borrowed
9250,8471,available
9251,8472,borrowed
9252,8473,available
9253,8474,available
9254,8475,available
9255,8476,out of stock
9256,8477,borrowed
9257,8478,available
9258,8479,available
9259,8480,borrowed
9260,8481,borrowed
9261,8482,borrowed
9262,8483,available
9263,8484,available
9264,8485,borrowed
9265,8486,out of stock
9266,8487,borrowed
9267,8488,available
9268,8489,borrowed
9269,8490,available
9270,8491,borrowed
9271,8492,borrowed
9272,8493,borrowed
9273,8494,borrowed
9274,8495,out of stock
9275,8496,borrowed
9276,8497,borrowed
9277,8498,available
9278,8499,available
9279,8500,available
9280,8501,borrowed
9281,8502,available
9282,8503,borrowed
9283,8504,available
9284,8505,borrowed
9285,8506,out of stock
9286,8507,available
9287,8508,borrowed
9288,8509,borrowed
9289,8510,available
9290,8511,available
9291,8512,out of stock
9292,8513,borrowed
9293,8514,out of stock
9294,8515,borrowed
9295,8516,out of stock
9296,8517,borrowed
9297,8518,available
9298,8519,available
9299,8520,out of stock
9300,8521,available
9301,8522,out of stock
9302,8523,available
9303,8524,borrowed
9304,8525,borrowed
9305,8526,borrowed
9306,8527,borrowed
9307,8528,borrowed
9308,8529,borrowed
9309,8530,out of stock
9310,8531,available
9311,8532,out of stock
9312,8533,out of stock
9313,8534,available
9314,8535,available
9315,8536,out of stock
9316,8537,borrowed
9317,8538,out of stock
9318,8539,borrowed
9319,8540,borrowed
9320,8541,borrowed
9321,8542,out of stock
9322,8543,out of stock
9323,8544,out of stock
9324,8545,available
9325,8546,borrowed
9326,8547,available
9327,8548,out of stock
9328,8549,out of stock
9329,8550,out of stock
9330,8551,available
9331,8552,out of stock
9332,8553,available
9333,8554,available
9334,8555,available
9335,8556,borrowed
9336,8557,out of stock
9337,8558,out of stock
9338,8559,available
9339,8560,borrowed
9340,8561,out of stock
9341,8562,available
9342,8563,out of stock
9343,8564,borrowed
9344,8565,available
9345,8566,available
9346,8567,available
9347,8568,borrowed
9348,8569,available
9349,8570,available
9350,8571,out of stock
9351,8572,out of stock
9352,8573,available
9353,8574,out of stock
9354,8575,out of stock
9355,8576,borrowed
9356,8577,out of stock
9357,8578,available
9358,8579,out of stock
9359,8580,available
9360,8581,available
9361,8582,out of stock
9362,8583,available
9363,8584,available
9364,8585,borrowed
9365,8586,out of stock
9366,8587,borrowed
9367,8588,borrowed
9368,8589,available
9369,8590,available
9370,8591,available
9371,8592,borrowed
9372,8593,out of stock
9373,8594,borrowed
9374,8595,available
9375,8596,available
9376,8597,available
9377,8598,out of stock
9378,8599,out of stock
9379,8600,borrowed
9380,8601,out of stock
9381,8602,out of stock
9382,8603,available
9383,8604,borrowed
9384,8605,out of stock
9385,8606,available
9386,8607,borrowed
9387,8608,out of stock
9388,8609,borrowed
9389,8610,out of stock
9390,8611,available
9391,8612,available
9392,8613,available
9393,8614,available
9394,8615,available
9395,8616,out of stock
9396,8617,out of stock
9397,8618,available
9398,8619,available
9399,8620,out of stock
9400,8621,borrowed
9401,8622,borrowed
9402,8623,out of stock
9403,8624,borrowed
9404,8625,available
9405,8626,borrowed
9406,8627,available
9407,8628,out of stock
9408,8629,borrowed
9409,8630,borrowed
9410,8631,borrowed
9411,8632,out of stock
9412,8633,borrowed
9413,8634,available
9414,8635,available
9415,8636,borrowed
9416,8637,borrowed
9417,8638,borrowed
9418,8639,borrowed
9419,8640,out of stock
9420,8641,available
9421,8642,out of stock
9422,8643,borrowed
9423,8644,available
9424,8645,borrowed
9425,8646,out of stock
9426,8647,available
9427,8648,out of stock
9428,8649,available
9429,8650,out of stock
9430,8651,borrowed
9431,8652,borrowed
9432,8653,available
9433,8654,available
9434,8655,out of stock
9435,8656,borrowed
9436,8657,out of stock
9437,8658,out of stock
9438,8659,borrowed
9439,8660,out of stock
9440,8661,out of stock
9441,8662,available
9442,8663,available
9443,8664,available
9444,8665,borrowed
9445,8666,borrowed
9446,8667,out of stock
9447,8668,available
9448,8669,out of stock
9449,8670,available
9450,8671,borrowed
9451,8672,borrowed
9452,8673,available
9453,8674,borrowed
9454,8675,out of stock
9455,8676,out of stock
9456,8677,out of stock
9457,8678,borrowed
9458,8679,available
9459,8680,available
9460,8681,out of stock
9461,8682,borrowed
9462,8683,out of stock
9463,8684,available
9464,8685,borrowed
9465,8686,borrowed
9466,8687,out of stock
9467,8688,available
9468,8689,out of stock
9469,8690,available
9470,8691,borrowed
9471,8692,borrowed
9472,8693,available
9473,8694,available
9474,8695,out of stock
9475,8696,available
9476,8697,borrowed
9477,8698,out of stock
9478,8699,borrowed
9479,8700,out of stock
9480,8701,available
9481,8702,available
9482,8703,borrowed
9483,8704,out of stock
9484,8705,out of stock
9485,8706,available
9486,8707,available
9487,8708,available
9488,8709,available
9489,8710,borrowed
9490,8711,out of stock
9491,8712,borrowed
9492,8713,out of stock
9493,8714,available
9494,8715,out of stock
9495,8716,borrowed
9496,8717,out of stock
9497,8718,borrowed
9498,8719,out of stock
9499,8720,available
9500,8721,borrowed
9501,8722,out of stock
9502,8723,out of stock
9503,8724,out of stock
9504,8725,available
9505,8726,available
9506,8727,borrowed
9507,8728,available
9508,8729,out of stock
9509,8730,out of stock
9510,8731,out of stock
9511,8732,out of stock
9512,8733,borrowed
9513,8734,available
9514,8735,borrowed
9515,8736,out of stock
9516,8737,out of stock
9517,8738,out of stock
9518,8739,out of stock
9519,8740,borrowed
9520,8741,available
9521,8742,out of stock
9522,8743,available
9523,8744,available
9524,8745,borrowed
9525,8746,out of stock
9526,8747,out of stock
9527,8748,out of stock
9528,8749,out of stock
9529,8750,borrowed
9530,8751,out of stock
9531,8752,available
9532,8753,available
9533,8754,out of stock
9534,8755,available
9535,8756,available
9536,8757,out of stock
9537,8758,out of stock
9538,8759,available
9539,8760,borrowed
9540,8761,out of stock
9541,8762,available
9542,8763,out of stock
9543,8764,available
9544,8765,borrowed
9545,8766,out of stock
9546,8767,out of stock
9547,8768,available
9548,8769,out of stock
9549,8770,borrowed
9550,8771,borrowed
9551,8772,available
9552,8773,borrowed
9553,8774,borrowed
9554,8775,available
9555,8776,out of stock
9556,8777,out of stock
9557,8778,available
9558,8779,available
9559,8780,out of stock
9560,8781,out of stock
9561,8782,out of stock
9562,8783,available
9563,8784,available
9564,8785,out of stock
9565,8786,borrowed
9566,8787,borrowed
9567,8788,out of stock
9568,8789,borrowed
9569,8790,borrowed
9570,8791,borrowed
9571,8792,available
9572,8793,borrowed
9573,8794,out of stock
9574,8795,out of stock
9575,8796,borrowed
9576,8797,borrowed
9577,8798,borrowed
9578,8799,out of stock
9579,8800,borrowed
9580,8801,borrowed
9581,8802,out of stock
9582,8803,out of stock
9583,8804,available
9584,8805,borrowed
9585,8806,out of stock
9586,8807,available
9587,8808,out of stock
9588,8809,available
9589,8810,available
9590,8811,borrowed
9591,8812,available
9592,8813,out of stock
9593,8814,out of stock
9594,8815,available
9595,8816,available
9596,8817,available
9597,8818,out of stock
9598,8819,available
9599,8820,out of stock
9600,8821,out of stock
9601,8822,out of stock
9602,8823,available
9603,8824,borrowed
9604,8825,borrowed
9605,8826,available
9606,8827,available
9607,8828,borrowed
9608,8829,borrowed
9609,8830,available
9610,8831,available
9611,8832,out of stock
9612,8833,out of stock
9613,8834,borrowed
9614,8835,out of stock
9615,8836,out of stock
9616,8837,borrowed
9617,8838,borrowed
9618,8839,out of stock
9619,8840,out of stock
9620,8841,out of stock
9621,8842,borrowed
9622,8843,borrowed
9623,8844,borrowed
9624,8845,borrowed
9625,8846,borrowed
9626,8847,available
9627,8848,borrowed
9628,8849,borrowed
9629,8850,out of stock
9630,8851,borrowed
9631,8852,borrowed
9632,8853,out of stock
9633,8854,borrowed
9634,8855,borrowed
9635,8856,available
9636,8857,borrowed
9637,8858,out of stock
9638,8859,available
9639,8860,available
9640,8861,out of stock
9641,8862,borrowed
9642,8863,borrowed
9643,8864,borrowed
9644,8865,available
9645,8866,borrowed
9646,8867,borrowed
9647,8868,borrowed
9648,8869,out of stock
9649,8870,borrowed
9650,8871,out of stock
9651,8872,out of stock
9652,8873,borrowed
9653,8874,available
9654,8875,available
9655,8876,available
9656,8877,out of stock
9657,8878,borrowed
9658,8879,borrowed
9659,8880,available
9660,8881,out of stock
9661,8882,available
9662,8883,borrowed
9663,8884,out of stock
9664,8885,out of stock
9665,8886,borrowed
9666,8887,out of stock
9667,8888,out of stock
9668,8889,borrowed
9669,8890,out of stock
9670,8891,out of stock
9671,8892,borrowed
9672,8893,borrowed
9673,8894,borrowed
9674,8895,available
9675,8896,borrowed
9676,8897,out of stock
9677,8898,borrowed
9678,8899,out of stock
9679,8900,available
9680,8901,borrowed
9681,8902,available
9682,8903,borrowed
9683,8904,borrowed
9684,8905,out of stock
9685,8906,borrowed
9686,8907,out of stock
9687,8908,out of stock
9688,8909,available
9689,8910,borrowed
9690,8911,out of stock
9691,8912,borrowed
9692,8913,out of stock
9693,8914,available
9694,8915,out of stock
9695,8916,out of stock
9696,8917,out of stock
9697,8918,out of stock
9698,8919,available
9699,8920,borrowed
9700,8921,available
9701,8922,out of stock
9702,8923,out of stock
9703,8924,available
9704,8925,available
9705,8926,out of stock
9706,8927,available
9707,8928,out of stock
9708,8929,out of stock
9709,8930,out of stock
9710,8931,out of stock
9711,8932,available
9712,8933,out of stock
9713,8934,available
9714,8935,out of stock
9715,8936,out of stock
9716,8937,available
9717,8938,borrowed
9718,8939,borrowed
9719,8940,available
9720,8941,available
9721,8942,borrowed
9722,8943,out of stock
9723,8944,available
9724,8945,available
9725,8946,out of stock
9726,8947,borrowed
9727,8948,out of stock
9728,8949,out of stock
9729,8950,out of stock
9730,8951,out of stock
9731,8952,out of stock
9732,8953,available
9733,8954,out of stock
9734,8955,borrowed
9735,8956,out of stock
9736,8957,out of stock
9737,8958,out of stock
9738,8959,available
9739,8960,out of stock
9740,8961,available
9741,8962,available
9742,8963,out of stock
9743,8964,out of stock
9744,8965,borrowed
9745,8966,out of stock
9746,8967,borrowed
9747,8968,out of stock
9748,8969,out of stock
9749,8970,out of stock
9750,8971,borrowed
9751,8972,available
9752,8973,out of stock
9753,8974,available
9754,8975,out of stock
9755,8976,borrowed
9756,8977,available
9757,8978,available
9758,8979,out of stock
9759,8980,available
9760,8981,borrowed
9761,8982,borrowed
9762,8983,available
9763,8984,available
9764,8985,out of stock
9765,8986,borrowed
9766,8987,borrowed
9767,8988,borrowed
9768,8989,out of stock
9769,8990,available
9770,8991,available
9771,8992,borrowed
9772,8993,available
9773,8994,available
9774,8995,out of stock
9775,8996,out of stock
9776,8997,out of stock
9777,8998,available
9778,8999,borrowed
9779,9000,available
9780,9001,available
9781,9002,borrowed
9782,9003,borrowed
9783,9004,out of stock
9784,9005,available
9785,9006,borrowed
9786,9007,out of stock
9787,9008,available
9788,9009,borrowed
9789,9010,borrowed
9790,9011,available
9791,9012,borrowed
9792,9013,out of stock
9793,9014,available
9794,9015,borrowed
