bookid,authorid,publisherid,Book,Genureid,Avg_Rating
8077,9076,18076,I Want My Hat Back,98076,4.34
8078,9077,18077,Deadly Decisions,98077,4.36
8079,9078,18078,Acceptance,98078,3.62
8080,9079,18079,Home (Binti #2),98079,4.05
8081,9080,18080,The Girls,98080,3.5
8082,9081,18081,The Hand on the Wall (Truly Devious #3),98081,4.17
8083,9082,18082,Cut & Run (Cut & Run #1),98082,4.03
8084,9083,18083,Imagined Communities: Reflections on the Origin and Spread of Nationalism,98083,4.11
8085,9084,18084,Autobiography of Red,98084,4.29
8086,9085,18085,Jassy,98085,3.96
8087,9086,18086,The Stone Angel,98086,3.76
8088,9087,18087,Basic Economics: A Citizen's Guide to the Economy,98087,4.36
8089,9088,18088,Faith,98088,3.85
8090,9089,18089,The Legend of Sleepy Hollow,98089,3.71
8091,9090,18090,Lights on a Ground of Darkness: An Evocation of a Place and Time,98090,4.34
8092,9091,18091,The Home and the World,98091,3.83
8093,9092,18092,To Say Nothing of the Dog (Oxford Time Travel #2),98092,4.11
8094,9093,18093,Fuzzy Nation (Fuzzy Sapiens #7),98093,4.13
8095,9094,18094,Atlas Shrugged & The Fountainhead,98094,4.1
8096,9095,18095,Six Degrees: Our Future on a Hotter Planet,98095,4.07
8097,9096,18096,The Hazel Wood (The Hazel Wood #1),98096,3.57
8098,9097,18097,All You Need Is Kill,98097,4.03
8099,9098,18098,Captain Vorpatril's Alliance (Vorkosigan Saga #15),98098,4.2
8100,9099,18099,The Vor Game (Vorkosigan Saga #6),98099,4.27
8101,9100,18100,Taken at the Flood (Hercule Poirot #29),98100,3.75
8102,9101,18101,Coffin Road,98101,4.0
8103,9102,18102,Get Me Out of Here: My Recovery from Borderline Personality Disorder,98102,3.93
8104,9103,18103,The Trees,98103,4.02
8105,9104,18104,Perestroika (Angels in America #2),98104,4.22
8106,9105,18105,Firelight (Firelight #1),98105,3.85
8107,9106,18106,The Time Machine / The Invisible Man,98106,4.1
8108,9107,18107,The Princess Plot  (Scandia #1),98107,3.72
8109,9108,18108,The Shipping News by E. Annie Proulx,98108,4.33
8110,9109,18109,Love Does: Discover a Secretly Incredible Life in an Ordinary World,98109,4.3
8111,9110,18110,Wise Children,98110,3.91
8112,9111,18111,The Emigrants (The Emigrants #1),98111,4.2
8113,9112,18112,The Hero and the Crown (Damar #2),98112,4.21
8114,9113,18113,Falling Leaves: The True Story of an Unwanted Chinese Daughter,98113,3.9
8115,9114,18114,The Strange One,98114,4.57
8116,9115,18115,Bounty (Colorado Mountain #7),98115,4.28
8117,9116,18116,Hush Little Children.,98116,3.73
8118,9117,18117,The Spanish Tragedy,98117,3.56
8119,9118,18118,VALIS,98118,3.92
8120,9119,18119,Sleeping Murder,98119,3.97
8121,9120,18120,Shadow's Edge (Night Angel #2),98120,4.25
8122,9121,18121,N or M? (Tommy & Tuppence Mysteries #3),98121,3.8
8123,9122,18122,Liberty and Tyranny: A Conservative Manifesto,98122,4.17
8124,9123,18123,A Scandal in Bohemia (The Adventures of Sherlock Holmes #1),98123,4.23
8125,9124,18124,Sandstorm (Sigma Force #1),98124,3.96
8126,9125,18125,Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever #1),98125,3.72
8127,9126,18126,رأيت رام الله,98126,4.19
8128,9127,18127,Sculpting in Time,98127,4.51
8129,9128,18128,The Grass Is Always Greener over the Septic Tank,98128,4.06
8130,9129,18129,The Life and Loves of a She Devil,98129,3.76
8131,9130,18130,Black Heart Blue,98130,3.96
8132,9131,18131,Tryst,98131,4.24
8133,9132,18132,The Return of Tarzan (Tarzan #2),98132,3.83
8134,9133,18133,In Search of the Castaways; or the Children of Captain Grant (Captain Nemo #1),98133,4.09
8135,9134,18134,The Tale of the Unknown Island,98134,3.91
8136,9135,18135,Manage Your Day-to-Day: Build Your Routine Find Your Focus and Sharpen Your Creative Mind (99U),98135,3.92
8137,9136,18136,Her Every Fear,98136,3.76
8138,9137,18137,George,98137,4.09
8139,9138,18138,Marvin K. Mooney Will You Please Go Now!,98138,3.95
8140,9139,18139,Witches' Brew (Magic Kingdom of Landover #5),98139,3.92
8141,9140,18140,The Sky-Liners (The Sacketts #11),98140,4.12
8142,9141,18141,The Space Between,98141,3.81
8143,9142,18142,The Family,98142,3.83
8144,9143,18143,Where Late the Sweet Birds Sang,98143,3.85
8145,9144,18144,The Collected Poems of Alberto Caeiro,98144,4.41
8146,9145,18145,Selected Stories,98145,4.18
8147,9146,18146,The Lying Game (The Lying Game #1),98146,3.91
8148,9147,18147,Night Pleasures (Dark-Hunter #1),98147,4.2
8149,9148,18148,Dream Man,98148,4.04
8150,9149,18149,Sins Sity Stories,98149,4.64
8151,9150,18150,To the Moon and Back,98150,4.0
8152,9151,18151,The Cold Moon (Lincoln Rhyme #7),98151,4.06
8153,9152,18152,Psycho-Cybernetics A New Way to Get More Living Out of Life,98152,4.24
8154,9153,18153,Your Money or Your Life,98153,4.01
8155,9154,18154,Flaubert's Parrot,98154,3.65
8156,9155,18155,The Wives,98155,3.64
8157,9156,18156,The Way of All Flesh,98156,3.61
8158,9157,18157,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,98157,4.11
8159,9158,18158,Hondo,98158,4.05
8160,9159,18159,The Child Garden,98159,3.67
8161,9160,18160,1001 Nights: Illustrated Fairy Tales from One Thousand And One Nights,98160,4.13
8162,9161,18161,Ammie Come Home (Georgetown #1),98161,3.96
8163,9162,18162,The Ascent of Money: A Financial History of the World,98162,3.9
8164,9163,18163,The Future of Us,98163,3.57
8165,9164,18164,The Little Friend,98164,3.47
8166,9165,18165,A Vida Perdida de Eva Braun,98165,3.73
8167,9166,18166,A World Without Princes (The School for Good and Evil #2),98166,3.99
8168,9167,18167,Daybreak: Twilight's Rival,98167,4.5
8169,9168,18168,Grit: The Banter and Brutality of the Late-Night Cab,98168,3.7
8170,9169,18169,Under Milk Wood,98169,4.03
8171,9170,18170,Origin (Robert Langdon #5),98170,3.88
8172,9171,18171,The Tuscan Child,98171,4.01
8173,9172,18172,The Opal Deception (Artemis Fowl #4),98172,4.05
8174,9173,18173,The Sweet Far Thing (Gemma Doyle #3),98173,3.97
8175,9174,18174,Red Sister (Book of the Ancestor #1),98174,4.18
8176,9175,18175,The Wild Robot (The Wild Robot #1),98175,4.07
8177,9176,18176,All Clear (All Clear #2),98176,4.07
8178,9177,18177,The Collapsing Empire (The Interdependency #1),98177,4.11
8179,9178,18178,The Cat Who Walks Through Walls,98178,3.71
8180,9179,18179,Reviving Ophelia: Saving the Selves of Adolescent Girls,98179,3.88
8181,9180,18180,The Siege (The Siege #1),98180,4.03
8182,9181,18181,James Agee and Walker Evans Let Us Now Praise Famous Men (Penguin Modern Classics) /anglais,98181,4.0
8183,9182,18182,Discourses,98182,4.07
8184,9183,18183,An Object of Beauty,98183,3.78
8185,9184,18184,The Tibetan Book of Living and Dying,98184,4.21
8186,9185,18185,Fire Storm (S.P.I.R.I.T. #1),98185,4.13
8187,9186,18186,Tales from Watership Down  (Watership Down #2),98186,3.82
8188,9187,18187,Life Lessons: Everything You Ever Wished You Had Learned in Kindergarten,98187,4.21
8189,9188,18188,Inescapable (The Premonition #1),98188,4.03
8190,9189,18189,Shadowland,98189,3.89
8191,9190,18190,The Last Kingdom (The Saxon Stories #1),98190,4.26
8192,9191,18191,Beneath Copper Falls (Rock Harbor #6),98191,4.32
8193,9192,18192,When Life Gives You Lululemons (The Devil Wears Prada #3),98192,3.74
8194,9193,18193,Lean Analytics: Use Data to Build a Better Startup Faster,98193,4.1
8195,9194,18194,Trespass,98194,3.57
8196,9195,18195,Grave Sight (Harper Connelly #1),98195,3.86
8197,9196,18196,Under Heaven (Under Heaven #1),98196,4.16
8198,9197,18197,The Fionavar Tapestry (The Fionavar Tapestry #1-3),98197,4.23
8199,9198,18198,Modern Classics Unconditional Surrender,98198,4.05
8200,9199,18199,The Matlock Paper,98199,3.9
8201,9200,18200,The Edible Woman,98200,3.69
8202,9201,18201,Boundaries: When to Say Yes How to Say No to Take Control of Your Life,98201,4.2
8203,9202,18202,When Rabbit Howls,98202,4.04
8204,9203,18203,The Murders of Richard III (Jacqueline Kirby #2),98203,3.67
8205,9204,18204,Fast According to Quran & Sunna,98204,4.6
8206,9205,18205,The Quincunx,98205,4.01
8207,9206,18206,Red Storm Rising,98206,4.19
8208,9207,18207,Romance of the Three Kingdoms Vol. 1 (chapter 1-30),98207,4.36
8209,9208,18208,ZEALOT: The Life and Times of Jesus of Nazareth,98208,3.85
8210,9209,18209,The Space Between Us,98209,4.02
8211,9210,18210,Scum Manifesto,98210,3.71
8212,9211,18211,The Last Hero (Discworld #27; Rincewind #7),98211,4.17
8213,9212,18212,This is How You Lose the Time War,98212,3.95
8214,9213,18213,Trading in Danger (Vatta's War #1),98213,3.99
8215,9214,18214,I Phoolan Devi,98214,4.37
8216,9215,18215,Iron John: A Book About Men,98215,3.9
8217,9216,18216,Gibbon's Decline and Fall: A Novel,98216,3.94
8218,9217,18217,Iron Kissed (Mercy Thompson #3),98217,4.34
8219,9218,18218,After,98218,3.73
8220,9219,18219,God Speaks,98219,4.57
8221,9220,18220,Nation,98220,4.1
8222,9221,18221,Endgame,98221,3.8
8223,9222,18222,The Rose Garden,98222,4.03
8224,9223,18223,Inside the Third Reich,98223,4.1
8225,9224,18224,100 Common Sense Policies to make BRITAIN GREAT again,98224,4.42
8226,9225,18225,The Nightingale,98225,4.6
8227,9226,18226,Bedtime for Frances,98226,4.14
8228,9227,18227,The Collected Stories of Arthur C. Clarke,98227,4.3
8229,9228,18228,A Lion Called Christian: The True Story of the Remarkable Bond Between Two Friends and a Lion,98228,4.06
8230,9229,18229,No One Belongs Here More Than You,98229,3.8
8231,9230,18230,The Machine Stops,98230,4.07
8232,9231,18231,Sodom and Gomorrah,98231,4.33
8233,9232,18232,Selected Poems,98232,4.3
8234,9233,18233,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,98233,4.07
8235,9234,18234,The Greatest Generation,98234,4.02
8236,9235,18235,The Agricola and The Germania,98235,3.97
8237,9236,18236,O Young Man,98236,4.43
8238,9237,18237,Little Bear (Little Bear #1),98237,4.25
8239,9238,18238,The Song of the Lioness Quartet (Song of the Lioness #1-4),98238,4.59
8240,9239,18239,The Mandarins,98239,4.17
8241,9240,18240,Cry No More,98240,4.14
8242,9241,18241,Anarchism and Other Essays,98241,4.05
8243,9242,18242,Desecrating Solomon 3,98242,4.21
8244,9243,18243,A Man Called Ove,98243,4.38
8245,9244,18244,City At The Edge Of Time,98244,4.11
8246,9245,18245,Headhunters,98245,3.8
8247,9246,18246,Fire Study (Study #3),98246,3.92
8248,9247,18247,The Robot Novels: The Caves of Steel / The Naked Sun / The Robots of Dawn (Robot #1-3),98247,4.42
8249,9248,18248,A German Requiem (Bernie Gunther #3),98248,4.02
8250,9249,18249,Oh the Thinks You Can Think!,98249,4.13
8251,9250,18250,Hooked: How to Build Habit-Forming Products,98250,4.1
8252,9251,18251,Manufacturing Consent: Noam Chomsky and the Media,98251,4.38
8253,9252,18252,A Killing Frost (Tomorrow #3),98252,4.19
8254,9253,18253,The Sword in the Stone,98253,3.97
8255,9254,18254,Letter to His Father,98254,3.97
8256,9255,18255,Plum Island (John Corey #1),98255,4.06
8257,9256,18256,Miracles & Merits of Allah's Messenger - Al Bidayah VI,98256,4.6
8258,9257,18257,Enjoy Your Life,98257,4.19
8259,9258,18258,Vampalicious! (My Sister the Vampire #4),98258,4.25
8260,9259,18259,The Girl Who Played Go,98259,3.79
8261,9260,18260,The Thief of Always,98260,4.21
8262,9261,18261,James Herriot's 5 Book Set: All Creatures Great and Small / All Things Bright and Beautiful / All Th,98261,4.75
8263,9262,18262,Life and Fate,98262,4.44
8264,9263,18263,The Princess and the Goblin  (Princess Irene and Curdie #1),98263,4.01
8265,9264,18264,Singularity Sky (Eschaton #1),98264,3.84
8266,9265,18265,Nemesis,98265,3.86
8267,9266,18266,Millions of Cats,98266,4.08
8268,9267,18267,Orchard of Dust,98267,3.76
8269,9268,18268,The Gown,98268,4.13
8270,9269,18269,شيكاجو,98269,3.42
8271,9270,18270,Lucifer's Hammer: A Novel,98270,4.0
8272,9271,18271,The Ship Who Sang (Brainship #1),98271,4.03
8273,9272,18272,End of the Spear,98272,4.42
8274,9273,18273,Totem and Taboo,98273,3.85
8275,9274,18274,A Conspiracy of Kings (The Queen's Thief #4),98274,4.1
8276,9275,18275,The Book of Secrets,98275,4.17
8277,9276,18276,Sent (The Missing #2),98276,3.95
8278,9277,18277,Making Faces,98277,4.3
8279,9278,18278,The Black Company (The Chronicles of the Black Company #1),98278,3.93
8280,9279,18279,Eleanor Oliphant Is Completely Fine,98279,4.25
8281,9280,18280,Eloise,98280,4.17
8282,9281,18281,Hazel House,98281,3.74
8283,9282,18282,Gone to Soldiers,98282,4.27
8284,9283,18283,Horton Hatches the Egg,98283,4.18
8285,9284,18284,S@motność w Sieci (S@motność w Sieci #1),98284,3.61
8286,9285,18285,Tender at the Bone: Growing Up at the Table,98285,4.08
8287,9286,18286,Piercing the Darkness (Darkness #2),98286,4.32
8288,9287,18287,God's Debris: A Thought Experiment,98287,3.95
8289,9288,18288,Linnea in Monet's Garden,98288,4.17
8290,9289,18289,Cakes and Ale,98289,3.77
8291,9290,18290,The King of Attolia (The Queen's Thief #3),98290,4.38
8292,9291,18291,Found (The Missing #1),98291,3.98
8293,9292,18292,Crescendo (Hush Hush #2),98292,3.99
8294,9293,18293,Fear is the Key,98293,3.94
8295,9294,18294,Desperation,98294,3.85
8296,9295,18295,Tales from a Not-So-Popular Party Girl (Dork Diaries #2),98295,4.23
8297,9296,18296,The Dead of Night (Tomorrow #2),98296,4.12
8298,9297,18297,The Broken God (A Requiem for Homo Sapiens #1),98297,4.23
8299,9298,18298,Catherine Called Birdy,98298,3.73
8300,9299,18299,Post Captain (Aubrey & Maturin #2),98299,4.26
8301,9300,18300,Well-Schooled in Murder (Inspector Lynley #3),98300,4.13
8302,9301,18301,Faerie Wars,98301,3.61
8303,9302,18302,There's No Such Place As Far Away,98302,3.94
8304,9303,18303,They F*** You Up: How to Survive Family Life,98303,3.85
8305,9304,18304,Don't Waste Your Life,98304,4.12
8306,9305,18305,Lord John and the Brotherhood of the Blade  (Lord John Grey #2),98305,3.94
8307,9306,18306,Switched (My Sister the Vampire Series #1),98306,4.12
8308,9307,18307,Harold and the Purple Crayon (Harold #1),98307,4.27
8309,9308,18308,The Winter Sea (Slains #1),98308,4.1
8310,9309,18309,The School for Good and Evil (The School for Good and Evil #1),98309,4.0
8311,9310,18310,Chasing the Scream: The Search for the Truth About Addiction,98310,4.5
8312,9311,18311,PT 109 : John F. Kennedy in World War II,98311,3.82
8313,9312,18312,Gunpowder Soup,98312,4.85
8314,9313,18313,The Go-Giver: A Little Story About a Powerful Business Idea,98313,4.34
8315,9314,18314,The Easy Way to Stop Smoking: Join the Millions Who Have Become Non-Smokers Using Allen Carr's Easyway Method,98314,4.25
8316,9315,18315,Runaway Ralph (Ralph S. Mouse #2),98315,3.95
8317,9316,18316,Trace (Kay Scarpetta #13),98316,3.82
8318,9317,18317,Healing Through Poetry,98317,4.88
8319,9318,18318,Dumbth: The Lost Art of Thinking With 101 Ways to Reason Better & Improve Your Mind,98318,3.53
8320,9319,18319,Eureka Street,98319,4.17
8321,9320,18320,The Nazi Doctors: Medical Killing and the Psychology of Genocide,98320,4.11
8322,9321,18321,This Book Is Not Good for You (Secret #3),98321,4.29
8323,9322,18322,The Alexandria Link (Cotton Malone #2),98322,3.94
8324,9323,18323,Osho Zen Tarot,98323,4.41
8325,9324,18324,The Descent of Woman: The Classic Study of Evolution,98324,4.15
8326,9325,18325,Roughing It,98325,3.88
8327,9326,18326,Walt Disney's Uncle Scrooge: Only a Poor Old Man,98326,4.53
8328,9327,18327,My Life,98327,3.73
8329,9328,18328,Princess in Love (The Princess Diaries #3),98328,3.79
8330,9329,18329,Level 7,98329,3.94
8331,9330,18330,I'm Proud of You: My Friendship with Fred Rogers,98330,4.18
8332,9331,18331,Coal Wars: The Future of Energy and the Fate of the Planet,98331,3.65
8333,9332,18332,To Wager Her Heart (Belle Meade Plantation #3),98332,4.31
8334,9333,18333,The Nightingale,98333,4.6
8335,9334,18334,Puckoon,98334,3.74
8336,9335,18335,The Whistler (The Whistler #1),98335,3.95
8337,9336,18336,The Broken Girls,98336,4.07
8338,9337,18337,Suicide Casanova,98337,3.7
8339,9338,18338,Bunnicula (Bunnicula #1),98338,3.88
8340,9339,18339,Salvation in Death (In Death #27),98339,4.29
8341,9340,18340,The Time Paradox (Artemis Fowl #6),98340,4.08
8342,9341,18341,Birdy,98341,4.03
8343,9342,18342,One Hundred Demons,98342,4.18
8344,9343,18343,The Chancellor Manuscript,98343,3.85
8345,9344,18344,Death's Master (Flat Earth #2),98344,4.22
8346,9345,18345,Saving Francesca,98345,3.98
8347,9346,18346,Toy Story,98346,4.27
8348,9347,18347,Sin City Volume 1: The Hard Goodbye,98347,4.16
8349,9348,18348,The Telling,98348,3.96
8350,9349,18349,Of Love and Other Demons,98349,3.97
8351,9350,18350,How to invite people to Allah,98350,4.41
8352,9351,18351,The Partly Cloudy Patriot,98351,3.87
8353,9352,18352,Welcome to Felicity's World · 1774: Growing Up in Colonial America,98352,4.2
8354,9353,18353,So Long and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy #4),98353,4.09
8355,9354,18354,The Enchanted Wood (The Faraway Tree #1),98354,4.24
8356,9355,18355,Anna Dressed in Blood (Anna #1),98355,3.91
8357,9356,18356,The Dark Prophecy (The Trials of Apollo #2),98356,4.17
8358,9357,18357,The Girl Before,98357,3.7
8359,9358,18358,Tartuffe,98358,3.66
8360,9359,18359,The Discoverers: A History of Man's Search to Know His World and Himself,98359,4.12
8361,9360,18360,Divorce Busting: A Step-by-Step Approach to Making Your Marriage Loving Again,98360,4.0
8362,9361,18361,Why Orwell Matters,98361,3.95
8363,9362,18362,Pani Jeziora (Saga o Wiedźminie #5),98362,4.11
8364,9363,18363,The Complete Works of Aristotle: The Revised Oxford Translation Volume 2,98363,4.53
8365,9364,18364,Awakened (House of Night #8),98364,4.0
8366,9365,18365,Saving Fish from Drowning,98365,3.45
8367,9366,18366,Enchanted Inc. (Enchanted Inc. #1),98366,3.85
8368,9367,18367,The Martian,98367,4.41
8369,9368,18368,George Nicholas and Wilhelm: Three Royal Cousins and the Road to World War I,98368,4.03
8370,9369,18369,Sizzling Sixteen (Stephanie Plum #16),98369,3.97
8371,9370,18370,Godric,98370,4.17
8372,9371,18371,Evolution,98371,4.0
8373,9372,18372,A Bridge Too Far,98372,4.26
8374,9373,18373,The Swimming-Pool Library,98373,3.74
8375,9374,18374,Disney's Mulan Classic Storybook,98374,4.52
8376,9375,18375,Icons of Evolution: Science or Myth? Why Much of What We Teach About Evolution Is Wrong,98375,4.06
8377,9376,18376,Life Before Man,98376,3.4
8378,9377,18377,Poemas,98377,4.08
8379,9378,18378,Stepping Heavenward,98378,4.23
8380,9379,18379,U.S.A.: The 42nd Parallel / 1919 / The Big Money,98379,4.11
8381,9380,18380,Flatterland: Like Flatland Only More So,98380,3.72
8382,9381,18381,Ship of Gold in the Deep Blue Sea,98381,4.29
8383,9382,18382,The Matarese Circle (Matarese #1),98382,4.07
8384,9383,18383,The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,98383,4.0
8385,9384,18384,A Conjuring of Light (Shades of Magic #3),98384,4.33
8386,9385,18385,The Burning Maze (The Trials of Apollo #3),98385,4.31
8387,9386,18386,White Boy in Watts,98386,3.89
8388,9387,18387,The Templar Legacy (Cotton Malone #1),98387,3.83
8389,9388,18388,Where the Mountain Meets the Moon,98388,4.3
8390,9389,18389,Five on a Treasure Island (Famous Five #1),98389,4.11
8391,9390,18390,Innocent Traitor,98390,3.97
8392,9391,18391,Dark Flame (The Immortals #4),98391,3.73
8393,9392,18392,Lady Cottington's Pressed Fairy Book,98392,4.03
8394,9393,18393,Dreaming the Serpent Spear (Boudica #4),98393,4.4
8395,9394,18394,Dreaming the Hound (Boudica #3),98394,4.38
8396,9395,18395,The Gnostic Gospels,98395,3.93
8397,9396,18396,Seven Brothers,98396,3.35
8398,9397,18397,Delight,98397,4.12
8399,9398,18398,Home Front,98398,4.19
8400,9399,18399,Atlas of the Islamic conquests Part I,98399,3.85
8401,9400,18400,Gifted Hands: The Ben Carson Story,98400,4.17
8402,9401,18401,Fair and Tender Ladies,98401,4.18
8403,9402,18402,The Dark,98402,3.95
8404,9403,18403,Millennium People,98403,3.37
8405,9404,18404,The Hound of Rowan (The Tapestry #1),98404,4.04
8406,9405,18405,Let it Snow,98405,3.69
8407,9406,18406,The Body Keeps the Score: Brain Mind and Body in the Healing of Trauma,98406,4.44
8408,9407,18407,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,98407,4.11
8409,9408,18408,Crying in H Mart,98408,4.29
8410,9409,18409,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,98409,3.97
8411,9410,18410,The Guest List,98410,3.84
8412,9411,18411,The Pity of It All: A Portrait of the German-Jewish Epoch 1743-1933,98411,4.34
8413,9412,18412,Lady Luck (Colorado Mountain #3),98412,4.4
8414,9413,18413,Rock Chick Renegade (Rock Chick #4),98413,4.44
8415,9414,18414,Blue Mars (Mars Trilogy #3),98414,3.95
8416,9415,18415,Life,98415,3.88
8417,9416,18416,Eat Prey Love (Love at Stake #9),98416,4.27
8418,9417,18417,Guardians of the West (The Malloreon #1),98417,4.1
8419,9418,18418,Identity,98418,3.69
8420,9419,18419,Lark (Lark #1),98419,3.82
8421,9420,18420,Rizq And Lawful Earnings,98420,4.31
8422,9421,18421,The Forgotten Soldier,98421,4.37
8423,9422,18422,Through a Glass Darkly,98422,3.81
8424,9423,18423,Pirates in Hell (Heroes in Hell #20),98423,4.79
8425,9424,18424,The Tyrant’s Tomb (The Trials of Apollo #4),98424,4.35
8426,9425,18425,Cabbie with a Dangerous Mind,98425,4.64
8427,9426,18426,One of Us Is Next (One of Us Is Lying #2),98426,3.94
8428,9427,18427,Night of the Living Dummy (Goosebumps #7),98427,3.84
8429,9428,18428,Angler: The Cheney Vice Presidency,98428,4.03
8430,9429,18429,Maximum City: Bombay Lost and Found,98429,3.94
8431,9430,18430,American Lion: Andrew Jackson in the White House,98430,3.84
8432,9431,18431,The Devil's Punchbowl (Penn Cage #3),98431,4.1
8433,9432,18432,Flim-Flam!: Psychics ESP Unicorns and Other Delusions,98432,4.01
8434,9433,18433,Agatha Christie: An Autobiography,98433,4.09
8435,9434,18434,Ceremony,98434,3.82
8436,9435,18435,The Dinner,98435,3.22
8437,9436,18436,The Terrible Two (The Terrible Two #1),98436,4.13
8438,9437,18437,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,98437,4.19
8439,9438,18438,Clockwork Angel (The Infernal Devices #1),98438,4.32
8440,9439,18439,Altered Carbon (Takeshi Kovacs #1),98439,4.04
8441,9440,18440,A Reliable Wife,98440,3.27
8442,9441,18441,In Heaven as on Earth: A Vision of the Afterlife,98441,3.79
8443,9442,18442,The Daybreakers (The Sacketts #6),98442,4.23
8444,9443,18443,Shadowland (The Immortals #3),98443,3.66
8445,9444,18444,Dreaming the Bull (Boudica #2),98444,4.27
8446,9445,18445,For the Term of His Natural Life,98445,3.96
8447,9446,18446,The Complete Poems,98446,4.25
8448,9447,18447,The Voyage Out,98447,3.75
8449,9448,18448,Dream Eyes (Dark Legacy #2),98448,4.01
8450,9449,18449,How Should We Then Live? The Rise and Decline of Western Thought and Culture,98449,4.16
8451,9450,18450,Born Again,98450,4.26
8452,9451,18451,Case in Point 5: Complete Case Interview Preparation,98451,3.97
8453,9452,18452,The Rose & the Dagger (The Wrath and the Dawn #2),98452,4.06
8454,9453,18453,Freedom or Death,98453,4.25
8455,9454,18454,Lovely War,98454,4.24
8456,9455,18455,Armageddon's Children (Genesis of Shannara #1),98455,4.11
8457,9456,18456,Prayer: Does It Make Any Difference?,98456,4.19
8458,9457,18457,The Complete Poems,98457,4.27
8459,9458,18458,Rock Chick Redemption (Rock Chick #3),98458,4.41
8460,9459,18459,Rock Chick Rescue (Rock Chick #2),98459,4.3
8461,9460,18460,Prison Writings: My Life Is My Sun Dance,98460,4.22
8462,9461,18461,Crossroads (Crossroads Academy #1),98461,3.88
8463,9462,18462,Pornografia,98462,3.93
8464,9463,18463,A Handful of Dust,98463,3.9
8465,9464,18464,The Complete Ivory (Ivory #1-3),98464,4.18
8466,9465,18465,The Elephant's Child: And Other Just So Stories,98465,4.12
8467,9466,18466,Where I'm Calling From: New and Selected Stories,98466,4.42
8468,9467,18467,One Plus One,98467,3.96
8469,9468,18468,Are You My Mother? A Comic Drama,98468,3.7
8470,9469,18469,Time's Eye (A Time Odyssey #1),98469,3.72
8471,9470,18470,Dead Heat (Alpha & Omega #4),98470,4.31
8472,9471,18471,Gidget (Gidget series #1),98471,3.63
8473,9472,18472,Dark Fire (Matthew Shardlake #2),98472,4.29
8474,9473,18473,Final Girls,98473,3.84
8475,9474,18474,Parenting With Love and Logic,98474,4.05
8476,9475,18475,The Wheel of Fortune,98475,4.13
8477,9476,18476,NorthWest (John Hazard #2),98476,4.02
8478,9477,18477,The Bastard of Istanbul,98477,3.87
8479,9478,18478,Sexiest Vampire Alive (Love at Stake #11),98478,4.23
8480,9479,18479,Shadows over Innsmouth (Shadows Over Innsmouth #1),98479,4.42
8481,9480,18480,Raise High the Roof Beam Carpenters & Seymour: An Introduction,98480,4.11
8482,9481,18481,Seven Days in the Art World,98481,3.62
8483,9482,18482,Mary Queen of Scots: Queen Without a Country France 1553,98482,3.84
8484,9483,18483,Rama: The Omnibus,98483,4.21
8485,9484,18484,Franz Kafka: The Complete Stories,98484,4.34
8486,9485,18485,Charlie Bone and the Time Twister (The Children of the Red King #2),98485,3.91
8487,9486,18486,The Grass Harp,98486,3.91
8488,9487,18487,Islam Between East and West,98487,4.47
8489,9488,18488,History of the Russian Revolution,98488,4.18
8490,9489,18489,The Courage to Be,98489,4.1
8491,9490,18490,Once Upon a Marigold (Upon a Marigold #1),98490,4.0
8492,9491,18491,Animals Matter: A Biologist Explains Why We Should Treat Animals with Compassion and Respect,98491,4.07
8493,9492,18492,The Bible According to Mark Twain: Irreverent Writings on Eden Heaven and the Flood by America's Master Satirist,98492,4.17
8494,9493,18493,The Lion in Winter,98493,4.22
8495,9494,18494,Anam Cara: A Book Of Celtic Wisdom,98494,4.28
8496,9495,18495,The Path to the Spiders' Nests,98495,3.77
8497,9496,18496,Sapphique (Incarceron #2),98496,3.7
8498,9497,18497,Description of Paradise in the Glorious Qur'an,98497,4.42
8499,9498,18498,The Constant Gardener,98498,3.82
8500,9499,18499,At Any Price (Gaming the System #1),98499,3.91
8501,9500,18500,On Lies Secrets and Silence. Selected Prose 1966-1978,98500,4.35
8502,9501,18501,Shadow of the Hegemon (The Shadow Series #2),98501,3.96
8503,9502,18502,The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man #1),98502,3.82
8504,9503,18503,Firewall (Kurt Wallander #8),98503,3.96
8505,9504,18504,The Day I Swapped My Dad for Two Goldfish,98504,3.99
8506,9505,18505,All Rivers Run to the Sea,98505,4.14
8507,9506,18506,The Wake of the Wind,98506,4.47
8508,9507,18507,Discourse on the Origin of Inequality,98507,3.81
8509,9508,18508,Virtual Light (Bridge #1),98508,3.87
8510,9509,18509,Bless This House,98509,4.31
8511,9510,18510,Every Living Thing (All Creatures Great and Small #8),98510,4.47
8512,9511,18511,Fragments,98511,4.18
8513,9512,18512,Sabbath: Finding Rest Renewal and Delight in Our Busy Lives,98512,4.06
8514,9513,18513,Kiss of Midnight (Midnight Breed  #1),98513,3.92
