,authorid,Author
7718,8718,Peter Clines
7719,8719,Jeffrey Lent
7720,8720,Louis L'Amour
7721,8721,John Donne
7722,8722,Nafisa Haji
7723,8723,Ellen Hopkins
7724,8724,Christina Worrell
7725,8725,Enid Blyton
7726,8726,Emily Giffin
7727,8727,Michelle Moran
7728,8728,Velma Wallis
7729,8729,Monica  Murphy
7730,8730,Albert Camus
7731,8731,James Patterson
7732,8732,Bob Sawatzki
7733,8733,Lori Jenessa Nelson
7734,8734,Lemony Snicket
7735,8735,Roy  Lewis
7736,8736,Nataša Pantović
7737,8737,Lucian Bane
7738,8738,Chesley B. Sullenberger
7739,8739,Wayne W. Dyer
7740,8740,Max Weber
7741,8741,Jorge Cham
7742,8742,K.J. Soze
7743,8743,John      Webster
7744,8744,Cait Flanders
7745,8745,Eric Berne
7746,8746,Alix E. Harrow
7747,8747,Rabindranath Tagore
7748,8748,Alvin Schwartz
7749,8749,Pema Chödrön
7750,8750,Samuel R. Delany
7751,8751,Mokkapati Narasimha Sastry
7752,8752,Rainer Maria Rilke
7753,8753,James A. Michener
7754,8754,Kentaro Miura
7755,8755,Jamaica Kincaid
7756,8756,Jean-Christophe Grangé
7757,8757,Cynthia Lord
7758,8758,Howard Zinn
7759,8759,Alan Fletcher
7760,8760,Ann Patchett
7761,8761,Margaret Peterson Haddix
7762,8762,Charles C. Mann
7763,8763,Wendell Berry
7764,8764,Tad Williams
7765,8765,Robert Lewis Taylor
7766,8766,Aiden Bates
7767,8767,Robert Kirkman
7768,8768,Adam Bagdasarian
7769,8769,Mara Leveritt
7770,8770,Alex Thomas Davis
7771,8771,Jim Butcher
7772,8772,R.A. Salvatore
7773,8773,Perseus
7774,8774,Jill Twiss
7775,8775,Laurie R. King
7776,8776,Russell Banks
7777,8777,Jean Rhys
7778,8778,Glenn Cooper
7779,8779,Cathy Cassidy
7780,8780,Simone Elkeles
7781,8781,Anita Diamant
7782,8782,John McPhee
7783,8783,Jim Gorant
7784,8784,Laura Kaye
7785,8785,Steve Berry
7786,8786,Don Freeman
7787,8787,Bryce Courtenay
7788,8788,Banksy
7789,8789,Jessica O'Gorek
7790,8790,Margaret Peterson Haddix
7791,8791,M.M. Kaye
7792,8792,Jack Vance
7793,8793,Seth King
7794,8794,Francine Prose
7795,8795,S.K. Kalsi
7796,8796,Almudena Grandes
7797,8797,Pliny the Younger
7798,8798,Orson Scott Card
7799,8799,Jeff Foulk
7800,8800,Angie Thomas
7801,8801,Marquis de Sade
7802,8802,Sue Grafton
7803,8803,Rabindranath Tagore
7804,8804,Robin Hobb
7805,8805,George Bernard Shaw
7806,8806,James S.A. Corey
7807,8807,Sebastian Mallaby
7808,8808,John Allspaw
7809,8809,Rita Mae Brown
7810,8810,Raymond E. Feist
7811,8811,Sharon G. Flake
7812,8812,Michael Scott
7813,8813,Alain de Botton
7814,8814,Melissa de la Cruz
7815,8815,Bob Dylan
7816,8816,Zainab Salbi
7817,8817,Pseudonymous Bosch
7818,8818,Miklós Nyiszli
7819,8819,Lisa See
7820,8820,Margaret Peterson Haddix
7821,8821,Diana Wynne Jones
7822,8822,Anthony Ryan
7823,8823,Sharon Peters
7824,8824,Christina L. Rozelle
7825,8825,Mario Vargas Llosa
7826,8826,Kami Garcia
7827,8827,Ryūnosuke Akutagawa
7828,8828,Synne Jakobsen
7829,8829,Agatha Christie
7830,8830,Korina Lymnioudi
7831,8831,Ali Smith
7832,8832,Kevin Kwan
7833,8833,Libba Bray
7834,8834,Paul Hawken
7835,8835,P.D. James
7836,8836,Eric Carle
7837,8837,Catriona Ward
7838,8838,Colson Whitehead
7839,8839,Catholic Church
7840,8840,Lisa Kleypas
7841,8841,Bill Clinton
7842,8842,W.G. Sebald
7843,8843,Uwem Akpan
7844,8844,Paul Gallico
7845,8845,Gustave Flaubert
7846,8846,Nikos Kazantzakis
7847,8847,Haruki Murakami
7848,8848,Jim Kjelgaard
7849,8849,José Rizal
7850,8850,Heather Dixon Wallwork
7851,8851,Werner Heisenberg
7852,8852,C.J. Bishop
7853,8853,Mark L. Baynard
7854,8854,Eloise Jarvis McGraw
7855,8855,Angelika Meyer
7856,8856,Marlon James
7857,8857,Sarah J. Maas
7858,8858,Jim Butcher
7859,8859,Karin Slaughter
7860,8860,Poul Anderson
7861,8861,Pierre Lemaitre
7862,8862,Ian Rankin
7863,8863,Avi
7864,8864,Charles Bukowski
7865,8865,Mark Helprin
7866,8866,Pseudonymous Bosch
7867,8867,S.E. Hinton
7868,8868,Umberto Eco
7869,8869,Alexandre Dumas
7870,8870,Henrik Ibsen
7871,8871,John Foxe
7872,8872,Darussalam
7873,8873,P.C. Cast
7874,8874,Rick Riordan
7875,8875,A. Giacomi
7876,8876,Sigmund Freud
7877,8877,E.B. White
7878,8878,Sara Raasch
7879,8879,Bryce Courtenay
7880,8880,Frank  David
7881,8881,Alan Bradley
7882,8882,Arthur R.G. Solmssen
7883,8883,Nikos Kazantzakis
7884,8884,Lee Child
7885,8885,Stuart MacBride
7886,8886,Arthur C. Clarke
7887,8887,Guy Kawasaki
7888,8888,Alexander Osterwalder
7889,8889,Faye Kellerman
7890,8890,Paul Hattaway
7891,8891,Lisa Kleypas
7892,8892,Robert   Harris
7893,8893,Alexia Purdy
7894,8894,Stacey Rourke
7895,8895,Saki
7896,8896,Sylvia Day
7897,8897,Anna Akhmatova
7898,8898,Ibn Kathir
7899,8899,Charles Bukowski
7900,8900,Maria Keckler
7901,8901,Madame de La Fayette
7902,8902,Timothy Findley
7903,8903,Mary Frame
7904,8904,Lee Matthew Goldberg
7905,8905,Julia Heaberlin
7906,8906,G. Norman Lippert
7907,8907,Gretchen Rubin
7908,8908,Hugh Lofting
7909,8909,Daniel H. Wilson
7910,8910,Euripides
7911,8911,Barbara Kingsolver
7912,8912,Orhan Pamuk
7913,8913,Tad Williams
7914,8914,Louis L'Amour
7915,8915,Louis L'Amour
7916,8916,Knut Hamsun
7917,8917,Francine Rivers
7918,8918,Julian Barnes
7919,8919,Anna D. Jaquith
7920,8920,Emmie Lou Kates
7921,8921,Samuel Beckett
7922,8922,Nataša Pantović
7923,8923,Lucian Bane
7924,8924,Robert Jordan
7925,8925,Lisa Gardner
7926,8926,Kancha I
7927,8927,Jared Diamond
7928,8928,Emma Donoghue
7929,8929,Hanif Kureishi
7930,8930,Katherine Black
7931,8931,Chanel Cleeton
7932,8932,Håkan Nesser
7933,8933,Javaka Steptoe
7934,8934,Terry Brooks
7935,8935,Al Gore
7936,8936,Louis L'Amour
7937,8937,Margaret Peterson Haddix
7938,8938,David Laskin
7939,8939,David Cote
7940,8940,Tom Wolfe
7941,8941,Donna Burgess
7942,8942,Judith McNaught
7943,8943,Oriah Mountain Dreamer
7944,8944,Jerome K. Jerome
7945,8945,Nelson DeMille
7946,8946,Holly Black
7947,8947,Keith W. Whitelam
7948,8948,Tagene Brown-McBean
7949,8949,Tess Gerritsen
7950,8950,Neil Gaiman
7951,8951,Lucian Bane
7952,8952,Lucian Bane
7953,8953,Robert Jordan
7954,8954,Colson Whitehead
7955,8955,Irvine Welsh
7956,8956,Alvin Plantinga
7957,8957,Alvin Plantinga
7958,8958,J.J. Sorel
7959,8959,Karen Cushman
7960,8960,Helen Sarah Fields
7961,8961,Agatha Christie
7962,8962,Stanley Kunitz
7963,8963,Terry Brooks
7964,8964,Stanisław Lem
7965,8965,Andrzej Sapkowski
7966,8966,Ross King
7967,8967,Eduardo Galeano
7968,8968,John Hersey
7969,8969,Vera B. Williams
7970,8970,Mikhail Bulgakov
7971,8971,Becca Fitzpatrick
7972,8972,Michael Moorcock
7973,8973,Ann Rule
7974,8974,Beatrix Potter
7975,8975,V.C. Andrews
7976,8976,V.C. Andrews
7977,8977,V.C. Andrews
7978,8978,V.C. Andrews
7979,8979,Louis L'Amour
7980,8980,Margo Lanagan
7981,8981,Maxin James
7982,8982,Amit Kumar Srivastava
7983,8983,P.G. Wodehouse
7984,8984,L.  Jackson
7985,8985,Ariel S. Winter
7986,8986,Tamora Pierce
7987,8987,John Grisham
7988,8988,Kamal Ravikant
7989,8989,Larry Niven
7990,8990,Laura Moriarty
7991,8991,Janet Evanovich
7992,8992,Andrew Roberts
7993,8993,Ned Vizzini
7994,8994,Natsuo Kirino
7995,8995,Ken Keyes Jr.
7996,8996,Nora Roberts
7997,8997,Beverly Cleary
7998,8998,Atul Gawande
7999,8999,Becca Fitzpatrick
8000,9000,Julia Child
8001,9001,Rhys Bowen
8002,9002,Michael Morpurgo
8003,9003,Tara Conklin
8004,9004,William Manchester
8005,9005,Mikhail Bakunin
8006,9006,Lucian Bane
8007,9007,Bridget Isichei
8008,9008,Chris Guillebeau
8009,9009,Minette Walters
8010,9010,Rupert Thomson
8011,9011,Roald Dahl
8012,9012,Charlie Mackesy
8013,9013,Christopher Hitchens
8014,9014,Ian Rankin
8015,9015,Epictetus
8016,9016,Louis L'Amour
8017,9017,Margaret Peterson Haddix
8018,9018,Stanisław Lem
8019,9019,Nora Roberts
8020,9020,Tove Jansson
8021,9021,Richard Peck
8022,9022,Arthur Rimbaud
8023,9023,Philip Roth
8024,9024,Joseph Conrad
8025,9025,Walter Lord
8026,9026,Russel Lazega
8027,9027,Gary Fuller
8028,9028,Sam Quinones
8029,9029,Terry Pratchett
8030,9030,Amber Kalkes
8031,9031,Natalie Delman
8032,9032,Euripides
8033,9033,Kimberly McCreight
8034,9034,Shari Lapena
8035,9035,I.T. Lucas
8036,9036,Jeff Lindsay
8037,9037,Beth Revis
8038,9038,Sybrina Durant
8039,9039,Charles Palliser
8040,9040,Louise Penny
8041,9041,Erik Larson
8042,9042,Alan Bradley
8043,9043,Georgette Heyer
8044,9044,Kazuo Ishiguro
8045,9045,Vladimir Nabokov
8046,9046,Nora Roberts
8047,9047,Margot Bettauer Dembo
8048,9048,J.D. Robb
8049,9049,Ekaterina Gordeeva
8050,9050,Jennifer L. Armentrout
8051,9051,A.J. Brown
8052,9052,H.P. Lovecraft
8053,9053,Kayla Buckner
8054,9054,Tom Franklin
8055,9055,Bill Clinton
8056,9056,Louis L'Amour
8057,9057,Julia Serano
8058,9058,Ernest Hemingway
8059,9059,Nora Roberts
8060,9060,Martin Booth
8061,9061,Heather Killough-Walden
8062,9062,Michael Buckley
8063,9063,Dian Fossey
8064,9064,Farley Mowat
8065,9065,Enid Blyton
8066,9066,Osho
8067,9067,Joyce Meyer
8068,9068,Eric Wilson
8069,9069,Victoria Finlay
8070,9070,A.G. Howard
8071,9071,Solomon Northup
8072,9072,Noam Chomsky
8073,9073,Lori  Robinson
8074,9074,Louise Penny
8075,9075,Robert Bryndza
8076,9076,Jon Klassen
8077,9077,Nancy Mangano
8078,9078,Jeff VanderMeer
8079,9079,Nnedi Okorafor
8080,9080,Emma Cline
8081,9081,Maureen Johnson
8082,9082,Madeleine Urban
8083,9083,Benedict Anderson
8084,9084,Anne Carson
8085,9085,Norah Lofts
8086,9086,Margaret Laurence
8087,9087,Thomas Sowell
8088,9088,Jennifer Haigh
8089,9089,Washington Irving
8090,9090,Ted Kooser
8091,9091,Rabindranath Tagore
8092,9092,Connie Willis
8093,9093,John Scalzi
8094,9094,Ayn Rand
8095,9095,Mark Lynas
8096,9096,Melissa Albert
8097,9097,Hiroshi Sakurazaka
8098,9098,Lois McMaster Bujold
8099,9099,Lois McMaster Bujold
8100,9100,Agatha Christie
8101,9101,Peter  May
8102,9102,Rachel Reiland
8103,9103,Conrad Richter
8104,9104,Tony Kushner
8105,9105,Sophie Jordan
8106,9106,H.G. Wells
8107,9107,Kirsten Boie
8108,9108,BookRags
8109,9109,Bob Goff
8110,9110,Angela Carter
8111,9111,Vilhelm Moberg
8112,9112,Robin McKinley
8113,9113,Adeline Yen Mah
8114,9114,Bernie Morris
8115,9115,Kristen Ashley
8116,9116,Anthony Hulse
8117,9117,Thomas Kyd
8118,9118,Philip K. Dick
8119,9119,Agatha Christie
8120,9120,Brent Weeks
8121,9121,Agatha Christie
8122,9122,Mark R. Levin
8123,9123,Ronald  Holt
8124,9124,James Rollins
8125,9125,Stephen R. Donaldson
8126,9126,Mourid Barghouti
8127,9127,Andrei Tarkovsky
8128,9128,Erma Bombeck
8129,9129,Fay Weldon
8130,9130,Louisa  Reid
8131,9131,Elswyth Thane
8132,9132,Edgar Rice Burroughs
8133,9133,Jules Verne
8134,9134,José Saramago
8135,9135,Jocelyn K. Glei
8136,9136,Peter  Swanson
8137,9137,Alex  Gino
8138,9138,Dr. Seuss
8139,9139,Terry Brooks
8140,9140,Louis L'Amour
8141,9141,Brenna Yovanoff
8142,9142,Mario Puzo
8143,9143,Kate Wilhelm
8144,9144,Fernando Pessoa
8145,9145,O. Henry
8146,9146,Sara Shepard
8147,9147,Sherrilyn Kenyon
8148,9148,Linda Howard
8149,9149,Eva Goldsby
8150,9150,Jill Mansell
8151,9151,Jeffery Deaver
8152,9152,Maxwell Maltz
8153,9153,Joe Dominguez
8154,9154,Julian Barnes
8155,9155,Tarryn Fisher
8156,9156,Samuel Butler
8157,9157,Muhammad Yunus
8158,9158,Louis L'Amour
8159,9159,Geoff Ryman
8160,9160,Robert Klanten
8161,9161,Barbara Michaels
8162,9162,Niall Ferguson
8163,9163,Jay Asher
8164,9164,Donna Tartt
8165,9165,Angela Lambert
8166,9166,Soman Chainani
8167,9167,Elle Arcie
8168,9168,Karl Wiggins
8169,9169,Dylan Thomas
8170,9170,Dan Brown
8171,9171,Rhys Bowen
8172,9172,Eoin Colfer
8173,9173,Libba Bray
8174,9174,Mark  Lawrence
8175,9175,Peter  Brown
8176,9176,Connie Willis
8177,9177,John Scalzi
8178,9178,Robert A. Heinlein
8179,9179,Mary Pipher
8180,9180,Helen Dunmore
8181,9181,AGEE JAMES/ WALKER E
8182,9182,Niccolò Machiavelli
8183,9183,Steve Martin
8184,9184,Sogyal Rinpoche
8185,9185,Dawn Gray
8186,9186,Richard  Adams
8187,9187,Donnalynn Civello
8188,9188,Amy A. Bartol
8189,9189,Peter Straub
8190,9190,Bernard Cornwell
8191,9191,Colleen Coble
8192,9192,Lauren Weisberger
8193,9193,Alistair Croll
8194,9194,Rose Tremain
8195,9195,Charlaine Harris
8196,9196,Guy Gavriel Kay
8197,9197,Guy Gavriel Kay
8198,9198,Evelyn Waugh
8199,9199,Robert Ludlum Johnson
8200,9200,Margaret Atwood
8201,9201,Henry Cloud
8202,9202,Truddi Chase
8203,9203,Elizabeth Peters
8204,9204,Muhammad Zulfiqar
8205,9205,Charles Palliser
8206,9206,Tom Clancy
8207,9207,Luo Guanzhong
8208,9208,Reza Aslan
8209,9209,Thrity Umrigar
8210,9210,Valerie Solanas
8211,9211,Terry Pratchett
8212,9212,Amal El-Mohtar
8213,9213,Elizabeth Moon
8214,9214,Phoolan Devi
8215,9215,Robert Bly
8216,9216,Sheri S. Tepper
8217,9217,Patricia Briggs
8218,9218,Amy Efaw
8219,9219,Meher Baba
8220,9220,Terry Pratchett
8221,9221,Samuel Beckett
8222,9222,Susanna Kearsley
8223,9223,Albert Speer
8224,9224,Karl Wiggins
8225,9225,Kristin Hannah
8226,9226,Russell Hoban
8227,9227,Arthur C. Clarke
8228,9228,Anthony Bourke
8229,9229,Miranda July
8230,9230,E.M. Forster
8231,9231,Marcel Proust
8232,9232,Anna Akhmatova
8233,9233,William Kamkwamba
8234,9234,Tom Brokaw
8235,9235,Tacitus
8236,9236,Darussalam
8237,9237,Else Holmelund Minarik
8238,9238,Tamora Pierce
8239,9239,Simone de Beauvoir
8240,9240,Linda Howard
8241,9241,Emma Goldman
8242,9242,Lucian Bane
8243,9243,Fredrik Backman
8244,9244,Janet E. Morris
8245,9245,Jo Nesbø
8246,9246,Maria V. Snyder
8247,9247,Isaac Asimov
8248,9248,Philip Kerr
8249,9249,Dr. Seuss
8250,9250,Nir   Eyal
8251,9251,Mark Achbar
8252,9252,John Marsden
8253,9253,Walt Disney Company
8254,9254,Franz Kafka
8255,9255,Nelson DeMille
8256,9256,ابن كثير
8257,9257,محمد عبد الرحمن العريفي
8258,9258,Sienna Mercer
8259,9259,Shan Sa
8260,9260,Clive Barker
8261,9261,James Herriot
8262,9262,Vasily Grossman
8263,9263,George MacDonald
8264,9264,Charles Stross
8265,9265,Agatha Christie
8266,9266,Wanda Gág
8267,9267,Brian Edward Bahr
8268,9268,Jennifer Robson
8269,9269,Alaa Al Aswany
8270,9270,Larry Niven
8271,9271,Anne McCaffrey
8272,9272,Steve Saint
8273,9273,Sigmund Freud
8274,9274,Megan Whalen Turner
8275,9275,Osho
8276,9276,Margaret Peterson Haddix
8277,9277,Amy Harmon
8278,9278,Glen Cook
8279,9279,Gail Honeyman
8280,9280,Kay Thompson
8281,9281,Oby Aligwekwe
8282,9282,Marge Piercy
8283,9283,Dr. Seuss
8284,9284,Janusz Leon Wiśniewski
8285,9285,Ruth Reichl
8286,9286,Frank E. Peretti
8287,9287,Scott Adams
8288,9288,Christina Björk
8289,9289,W. Somerset Maugham
8290,9290,Megan Whalen Turner
8291,9291,Margaret Peterson Haddix
8292,9292,Becca Fitzpatrick
8293,9293,Alistair MacLean
8294,9294,Stephen King
8295,9295,Rachel Renée Russell
8296,9296,John Marsden
8297,9297,David Zindell
8298,9298,Karen Cushman
8299,9299,Patrick O'Brian
8300,9300,Elizabeth  George
8301,9301,Herbie Brennan
8302,9302,Richard Bach
8303,9303,Oliver James
8304,9304,John Piper
8305,9305,Diana Gabaldon
8306,9306,Sienna Mercer
8307,9307,Crockett Johnson
8308,9308,Susanna Kearsley
8309,9309,Soman Chainani
8310,9310,Johann Hari
8311,9311,Robert John Donovan
8312,9312,Karl Wiggins
8313,9313,Bob Burg
8314,9314,Allen Carr
8315,9315,Beverly Cleary
8316,9316,Patricia Cornwell
8317,9317,Mary Ann Duhart
8318,9318,Steve  Allen
8319,9319,Robert McLiam Wilson
8320,9320,Robert Jay Lifton
8321,9321,Pseudonymous Bosch
8322,9322,Steve Berry
8323,9323,Osho
8324,9324,Elaine Morgan
8325,9325,Mark Twain
8326,9326,Gary Groth
8327,9327,Bill Clinton
8328,9328,Meg Cabot
8329,9329,Mordecai Roshwald
8330,9330,Tim Madigan
8331,9331,Richard  Martin
8332,9332,Tamera Alexander
8333,9333,Kristin Hannah
8334,9334,Spike Milligan
8335,9335,John Grisham
8336,9336,Simone St. James
8337,9337,Arthur Nersesian
8338,9338,Deborah Howe
8339,9339,J.D. Robb
8340,9340,Eoin Colfer
8341,9341,William Wharton
8342,9342,Lynda Barry
8343,9343,Robert Ludlum
8344,9344,Tanith Lee
8345,9345,Melina Marchetta
8346,9346,Walt Disney Company
8347,9347,Frank Miller
8348,9348,Ursula K. Le Guin
8349,9349,Gabriel García Márquez
8350,9350,محمد عبد الرحمن العريفي
8351,9351,Sarah Vowell
8352,9352,Pleasant Company
8353,9353,Douglas Adams
8354,9354,Enid Blyton
8355,9355,Kendare Blake
8356,9356,Rick Riordan
8357,9357,J.P. Delaney
8358,9358,Molière
8359,9359,Daniel J. Boorstin
8360,9360,Michele Weiner-Davis
8361,9361,Christopher Hitchens
8362,9362,Andrzej Sapkowski
8363,9363,Aristotle
8364,9364,P.C. Cast
8365,9365,Amy Tan
8366,9366,Shanna Swendson
8367,9367,Andy Weir
8368,9368,Miranda Carter
8369,9369,Janet Evanovich
8370,9370,Frederick Buechner
8371,9371,Stephen Baxter
8372,9372,Cornelius Ryan
8373,9373,Alan Hollinghurst
8374,9374,Lisa Ann Marsoli
8375,9375,Jonathan Wells
8376,9376,Margaret Atwood
8377,9377,Mário de Sá-Carneiro
8378,9378,Elizabeth Payson Prentiss
8379,9379,John Dos Passos
8380,9380,Ian Stewart
8381,9381,Gary Kinder
8382,9382,Robert Ludlum
8383,9383,Hernando de Soto
8384,9384,V.E. Schwab
8385,9385,Rick Riordan
8386,9386,Karl Wiggins
8387,9387,Steve Berry
8388,9388,Grace Lin
8389,9389,Enid Blyton
8390,9390,Alison Weir
8391,9391,Alyson Noel
8392,9392,Terry Jones
8393,9393,Manda Scott
8394,9394,Manda Scott
8395,9395,Elaine Pagels
8396,9396,Aleksis Kivi
8397,9397,J.B. Priestley
8398,9398,Kristin Hannah
8399,9399,Ahmad Adil Kamal
8400,9400,Ben Carson
8401,9401,Lee  Smith
8402,9402,John McGahern
8403,9403,J.G. Ballard
8404,9404,Henry H. Neff
8405,9405,John Green
8406,9406,Bessel van der Kolk
8407,9407,Eric Barker
8408,9408,Michelle Zauner
8409,9409,Greg Behrendt
8410,9410,Lucy Foley
8411,9411,Amos Elon
8412,9412,Kristen Ashley
8413,9413,Kristen Ashley
8414,9414,Kim Stanley Robinson
8415,9415,Keith Richards
8416,9416,Kerrelyn Sparks
8417,9417,David Eddings
8418,9418,Milan Kundera
8419,9419,Erica Cope
8420,9420,Darussalam
8421,9421,Guy Sajer
8422,9422,Jostein Gaarder
8423,9423,Janet E. Morris
8424,9424,Rick Riordan
8425,9425,Karl Wiggins
8426,9426,Karen M. McManus
8427,9427,R.L. Stine
8428,9428,Barton Gellman
8429,9429,Suketu Mehta
8430,9430,Jon Meacham
8431,9431,Greg Iles
8432,9432,James Randi
8433,9433,Agatha Christie
8434,9434,Leslie Marmon Silko
8435,9435,Herman Koch
8436,9436,Mac Barnett
8437,9437,Max  Tegmark
8438,9438,Cassandra Clare
8439,9439,Richard K. Morgan
8440,9440,Robert Goolrick
8441,9441,M. Scott Peck
8442,9442,Louis L'Amour
8443,9443,Alyson Noel
8444,9444,Manda Scott
8445,9445,Marcus Clarke
8446,9446,John Keats
8447,9447,Virginia Woolf
8448,9448,Jayne Ann Krentz
8449,9449,Francis A. Schaeffer
8450,9450,Charles W. Colson
8451,9451,Marc P. Cosentino
8452,9452,Renée Ahdieh
8453,9453,Nikos Kazantzakis
8454,9454,Julie Berry
8455,9455,Terry Brooks
8456,9456,Philip Yancey
8457,9457,William Blake
8458,9458,Kristen Ashley
8459,9459,Kristen Ashley
8460,9460,Leonard Peltier
8461,9461,J.J. Bonds
8462,9462,Witold Gombrowicz
8463,9463,Evelyn Waugh
8464,9464,Doris Egan
8465,9465,Rudyard Kipling
8466,9466,Raymond Carver
8467,9467,Jojo Moyes
8468,9468,Alison Bechdel
8469,9469,Arthur C. Clarke
8470,9470,Patricia Briggs
8471,9471,Frederick Kohner
8472,9472,C.J. Sansom
8473,9473,Riley Sager
8474,9474,Foster W. Cline
8475,9475,Susan Howatch
8476,9476,J.H. Glaze
8477,9477,Elif Shafak
8478,9478,Kerrelyn Sparks
8479,9479,Stephen              Jones
8480,9480,J.D. Salinger
8481,9481,Sarah Thornton
8482,9482,Kathryn Lasky
8483,9483,Arthur C. Clarke
8484,9484,Franz Kafka
8485,9485,Jenny Nimmo
8486,9486,Truman Capote
8487,9487,Alija Izetbegović
8488,9488,Leon Trotsky
8489,9489,Paul Tillich
8490,9490,Jean Ferris
8491,9491,Marc Bekoff
8492,9492,Mark Twain
8493,9493,James Goldman
8494,9494,John O'Donohue
8495,9495,Italo Calvino
8496,9496,Catherine Fisher
8497,9497,Abdul Halim Ibn Muhammad Nassae As-Salafi
8498,9498,John le Carré
8499,9499,Brenna Aubrey
8500,9500,Adrienne Rich
8501,9501,Orson Scott Card
8502,9502,Jonas Jonasson
8503,9503,Henning Mankell
8504,9504,Neil Gaiman
8505,9505,Elie Wiesel
8506,9506,J. California Cooper
8507,9507,Jean-Jacques Rousseau
8508,9508,William Gibson
8509,9509,Norah Lofts
8510,9510,James Herriot
8511,9511,Heraclitus
8512,9512,Wayne Muller
8513,9513,Lara Adrian
8514,9514,James A. Michener
8515,9515,Rainbow Rowell
8516,9516,Douglas Preston
8517,9517,Mercedes Lackey
8518,9518,Frederick Forsyth
8519,9519,Howard Bloom
8520,9520,ابن كثير
8521,9521,Anne Rice
8522,9522,Charlaine Harris
8523,9523,Leigh Bardugo
8524,9524,Leon Trotsky
8525,9525,D.H. Lawrence
8526,9526,Apuleius
8527,9527,Jack Welch
8528,9528,Neal Gabler
8529,9529,Melissa Marr
8530,9530,Alain de Botton
8531,9531,L.J. Smith
8532,9532,G.K. Chesterton
8533,9533,James Grady
8534,9534,Kira Adams
8535,9535,Jessica R. Patch
8536,9536,Rose Tremain
8537,9537,Lee  Smith
8538,9538,Cody W. Urban
8539,9539,Brian Froud
8540,9540,Tim Winton
8541,9541,Kaye Gibbons
8542,9542,Dorothy Parker
8543,9543,Bill Watterson
8544,9544,Alison Croggon
8545,9545,Lewis Carroll
8546,9546,Samuel Beckett
8547,9547,Hermann Hesse
8548,9548,Margot Lee Shetterly
8549,9549,Michael Connelly
8550,9550,Erskine Childers
8551,9551,Gordon Dahlquist
8552,9552,Lesia Ukrainka
8553,9553,Roddy Doyle
8554,9554,Max Lucado
8555,9555,David Herbert Donald
8556,9556,Michael R. Hicks
8557,9557,David Keirsey
8558,9558,Terry Pratchett
8559,9559,Amy Waldman
8560,9560,محمد عبد الرحمن العريفي
8561,9561,Alexandre Dumas
8562,9562,Alison Croggon
8563,9563,Christian Jacq
8564,9564,Josie Silver
8565,9565,George R.R. Martin
8566,9566,Nikos Kazantzakis
8567,9567,Chris   Bailey
8568,9568,Glennon Doyle Melton
8569,9569,Jane Mayer
8570,9570,Nic Sheff
8571,9571,James Rollins
8572,9572,Robert Crais
8573,9573,Lauren Oliver
8574,9574,Lian Tanner
8575,9575,Books LLC
8576,9576,Gene Wolfe
8577,9577,Susan Wise Bauer
8578,9578,Paul Auster
8579,9579,James D. Hornfischer
8580,9580,Ambrose Bierce
8581,9581,B.J. Novak
8582,9582,Don Malarkey
8583,9583,William  James
8584,9584,The Junior League of Charleston
8585,9585,محمد عبد الرحمن العريفي
8586,9586,Alison Croggon
8587,9587,Barbara Vine
8588,9588,مصطفى محمود
8589,9589,Olaf Stapledon
8590,9590,Laurie Stevens
8591,9591,Chimamanda Ngozi Adichie
8592,9592,Katherine Paterson
8593,9593,Faith Hunter
8594,9594,Safiur Rahman Mubarakpuri
8595,9595,Judy Blume
8596,9596,Dennis Lehane
8597,9597,Terry Pratchett
8598,9598,Edmund Spenser
8599,9599,Isaac Asimov
8600,9600,Daniel Ruddy
8601,9601,James Welch
8602,9602,Julie Kagawa
8603,9603,John Updike
8604,9604,Lynsay Sands
8605,9605,Naguib Mahfouz
8606,9606,Frederick Forsyth
8607,9607,William Makepeace Thackeray
8608,9608,Suzanne Collins
8609,9609,Isaac Asimov
8610,9610,Catherine Price
8611,9611,Joshua Harris
8612,9612,G.K. Chesterton
8613,9613,Charles Dickens
8614,9614,Bruce Sterling
8615,9615,Kim Stanley Robinson
8616,9616,Alexander McCall Smith
8617,9617,Nalini Singh
8618,9618,Peter Hathaway Capstick
8619,9619,Verna Aardema
8620,9620,K.A. Tucker
8621,9621,Freya Littledale
8622,9622,Jean M. Auel
8623,9623,John of the Cross
8624,9624,Brian  McClellan
8625,9625,Gail Carriger
8626,9626,William Shakespeare
8627,9627,P.D. James
8628,9628,Anonymous
8629,9629,Iain M. Banks
8630,9630,مصطفى محمود
8631,9631,Joshua Harris
8632,9632,Kent Haruf
8633,9633,Mary Doria Russell
8634,9634,Sidney Sheldon
8635,9635,Honoré de Balzac
8636,9636,Don DeLillo
8637,9637,John C. Lennox
8638,9638,Kate Douglas Wiggin
8639,9639,George R.R. Martin
8640,9640,Molière
8641,9641,Lauren Kate
8642,9642,John Tayman
8643,9643,Peggy Post
8644,9644,محمد عبد الرحمن العريفي
8645,9645,Cecil Woodham-Smith
8646,9646,Orson Scott Card
8647,9647,Robert Jordan
8648,9648,Robert Jordan
8649,9649,Kasie West
8650,9650,Josh Bazell
8651,9651,Keith B. Richburg
8652,9652,Mikhail Bulgakov
8653,9653,Margaret Weis
8654,9654,Margaret Weis
8655,9655,Tom Sharpe
8656,9656,Yoshitoki Oima
8657,9657,Emily Cheney Neville
