,Genureid,Genres
8077,98077,[]
8078,98078,"['Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Audiobook', 'Mystery', 'Science Fiction Fantasy']"
8079,98079,"['Science Fiction', 'Fiction', 'Fantasy', 'Novella', 'Young Adult', 'Audiobook', 'Science Fiction Fantasy']"
8080,98080,"['Fiction', 'Historical Fiction', 'Contemporary', 'Audiobook', 'Historical', 'Adult', 'Literary Fiction']"
8081,98081,"['Mystery', 'Young Adult', 'Mystery Thriller', 'Audiobook', 'Contemporary', 'Fiction', 'Thriller']"
8082,98082,"['M M Romance', 'Romance', 'Mystery', 'Contemporary', 'LGBT', 'Crime', 'Thriller']"
8083,98083,"['History', 'Nonfiction', 'Politics', 'Sociology', 'Philosophy', 'Anthropology', 'Theory']"
8084,98084,"['Poetry', 'Fiction', 'Mythology', 'LGBT', 'Fantasy', 'Queer', 'Classics']"
8085,98085,"['Historical Fiction', 'Fiction', 'Gothic', 'Historical', 'Horror', 'British Literature', 'Fantasy']"
8086,98086,"['Fiction', 'Canada', 'Classics', 'Canadian Literature', 'Literature', 'Historical Fiction', 'Literary Fiction']"
8087,98087,"['Economics', 'Nonfiction', 'Business', 'Politics', 'Finance', 'History', 'Audiobook']"
8088,98088,"['Fiction', 'Religion', 'Adult Fiction', 'Contemporary', 'Literary Fiction', 'Family', 'Adult']"
8089,98089,"['Classics', 'Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Gothic', 'Audiobook']"
8090,98090,"['Poetry', 'Memoir', 'Nonfiction', 'Biography']"
8091,98091,"['Fiction', 'Classics', 'India', 'Literature', 'Indian Literature', 'Historical Fiction', 'Asia']"
8092,98092,"['Science Fiction', 'Time Travel', 'Fiction', 'Historical Fiction', 'Fantasy', 'Humor', 'Mystery']"
8093,98093,"['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Humor', 'Aliens', 'Science Fiction Fantasy']"
8094,98094,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Novels', 'American']"
8095,98095,"['Nonfiction', 'Science', 'Climate Change', 'Environment', 'Sustainability', 'Global Warming', 'Nature']"
8096,98096,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Fairy Tales', 'Audiobook', 'Mystery']"
8097,98097,"['Science Fiction', 'Fiction', 'Time Travel', 'Manga', 'War', 'Japan', 'Light Novel']"
8098,98098,"['Science Fiction', 'Fiction', 'Space Opera', 'Romance', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy']"
8099,98099,"['Science Fiction', 'Space Opera', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook']"
8100,98100,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']"
8101,98101,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Scotland', 'Mystery Thriller', 'Audiobook']"
8102,98102,"['Psychology', 'Mental Health', 'Memoir', 'Nonfiction', 'Mental Illness', 'Biography', 'Self Help']"
8103,98103,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Novels', 'Westerns', 'Nature']"
8104,98104,"['Plays', 'Drama', 'Theatre', 'LGBT', 'Fiction', 'Queer', 'Classics']"
8105,98105,"['Fantasy', 'Young Adult', 'Dragons', 'Romance', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy']"
8106,98106,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Literature', 'Time Travel', 'Novels']"
8107,98107,"['Young Adult', 'Fiction', 'Mystery', 'Middle Grade', 'Contemporary', 'Childrens', 'Adventure']"
8108,98108,"['Fiction', 'Literary Fiction']"
8109,98109,"['Christian', 'Nonfiction', 'Faith', 'Christianity', 'Self Help', 'Christian Living', 'Religion']"
8110,98110,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'British Literature', 'Novels', 'Literature']"
8111,98111,"['Historical Fiction', 'Classics', 'Fiction', 'Swedish Literature', 'Sweden', 'Historical', 'Scandinavian Literature']"
8112,98112,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Romance', 'Magic']"
8113,98113,"['Nonfiction', 'Memoir', 'China', 'Biography', 'History', 'Autobiography', 'Biography Memoir']"
8114,98114,[]
8115,98115,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Suspense', 'Music', 'Romantic Suspense']"
8116,98116,[]
8117,98117,"['Plays', 'Drama', 'Classics', 'Fiction', 'School', 'Theatre', '16th Century']"
8118,98118,"['Science Fiction', 'Fiction', 'Philosophy', 'Religion', 'Science Fiction Fantasy', 'Novels', 'Fantasy']"
8119,98119,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'British Literature']"
8120,98120,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'High Fantasy', 'Adventure', 'Dark Fantasy']"
8121,98121,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature']"
8122,98122,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Political Science', 'American History', 'Economics']"
8123,98123,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Mystery Thriller']"
8124,98124,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Science Fiction', 'Mystery Thriller']"
8125,98125,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'Science Fiction', 'High Fantasy', 'Adventure']"
8126,98126,"['Nonfiction', 'Memoir', 'Biography', 'History', 'Politics', 'Literature', 'Autobiography']"
8127,98127,"['Film', 'Nonfiction', 'Art', 'Philosophy', 'Russia', 'Biography', 'Media Tie In']"
8128,98128,"['Humor', 'Nonfiction', 'Comedy', 'Memoir', 'Essays', 'Biography', 'Adult']"
8129,98129,"['Fiction', 'Feminism', 'Humor', 'Contemporary', 'Classics', 'Literary Fiction', 'Novels']"
8130,98130,"['Young Adult', 'Contemporary', 'Fiction', 'Abuse', 'Realistic Fiction', 'Family', 'Drama']"
8131,98131,"['Romance', 'Fiction', 'Fantasy', 'Paranormal', 'Ghosts', 'Historical Fiction', 'Classics']"
8132,98132,"['Fiction', 'Classics', 'Adventure', 'Fantasy', 'Pulp', 'Science Fiction', 'Africa']"
8133,98133,"['Classics', 'Adventure', 'Fiction', 'France', 'Science Fiction', 'French Literature', 'Childrens']"
8134,98134,"['Fiction', 'Short Stories', 'Portugal', 'Literature', 'Fantasy', 'Portuguese Literature', 'Nobel Prize']"
8135,98135,"['Nonfiction', 'Self Help', 'Business', 'Productivity', 'Personal Development', 'Design', 'Psychology']"
8136,98136,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult']"
8137,98137,"['LGBT', 'Middle Grade', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Young Adult', 'Queer']"
8138,98138,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Fantasy']"
8139,98139,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'Epic Fantasy', 'Adventure', 'Dragons']"
8140,98140,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Action', 'Audiobook', 'Adult Fiction']"
8141,98141,"['Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Demons', 'Romance', 'Urban Fantasy']"
8142,98142,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Crime', 'Thriller', 'Classics']"
8143,98143,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Hugo Awards', 'Speculative Fiction', 'Science Fiction Fantasy']"
8144,98144,"['Poetry', 'Classics', 'Portugal', 'Portuguese Literature', 'Literature', '20th Century', 'Fiction']"
8145,98145,"['Classics', 'Short Stories', 'Fiction', 'Literature', 'American', 'Humor', 'Anthologies']"
8146,98146,"['Young Adult', 'Mystery', 'Contemporary', 'Fiction', 'Romance', 'Thriller', 'Chick Lit']"
8147,98147,"['Romance', 'Paranormal', 'Paranormal Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult']"
8148,98148,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Paranormal', 'Mystery']"
8149,98149,[]
8150,98150,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult', 'British Literature']"
8151,98151,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
8152,98152,"['Self Help', 'Psychology', 'Nonfiction', 'Personal Development', 'Business', 'Philosophy', 'Productivity']"
8153,98153,"['Finance', 'Nonfiction', 'Personal Finance', 'Money', 'Self Help', 'Business', 'Economics']"
8154,98154,"['Fiction', 'Literature', 'British Literature', 'Literary Fiction', 'Novels', 'Contemporary', 'Historical Fiction']"
8155,98155,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']"
8156,98156,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Victorian', 'Historical Fiction']"
8157,98157,"['Nonfiction', 'Economics', 'Business', 'Poverty', 'Finance', 'Politics', 'Biography']"
8158,98158,"['Westerns', 'Fiction', 'Historical Fiction', 'Classics', 'Adventure', 'Romance', 'Historical']"
8159,98159,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Speculative Fiction', 'LGBT', 'Science Fiction Fantasy']"
8160,98160,['Classics']
8161,98161,"['Mystery', 'Gothic', 'Fiction', 'Horror', 'Paranormal', 'Romance', 'Ghosts']"
8162,98162,"['History', 'Economics', 'Nonfiction', 'Finance', 'Business', 'Money', 'Politics']"
8163,98163,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Science Fiction', 'Time Travel', 'Fantasy']"
8164,98164,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Crime', 'Novels', 'Thriller']"
8165,98165,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Germany', '20th Century']"
8166,98166,"['Fantasy', 'Middle Grade', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Fairy Tales']"
8167,98167,[]
8168,98168,"['Nonfiction', 'True Crime', 'Humor', 'Comedy', 'Biography', 'Memoir', 'Cultural']"
8169,98169,"['Poetry', 'Plays', 'Fiction', 'Classics', 'Drama', 'Theatre', 'Literature']"
8170,98170,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adventure']"
8171,98171,"['Historical Fiction', 'Fiction', 'Mystery', 'Italy', 'Historical', 'War', 'World War II']"
8172,98172,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Childrens']"
8173,98173,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Paranormal']"
8174,98174,"['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Magic', 'Young Adult', 'Epic Fantasy']"
8175,98175,"['Middle Grade', 'Science Fiction', 'Fiction', 'Fantasy', 'Childrens', 'Animals', 'Audiobook']"
8176,98176,"['Science Fiction', 'Time Travel', 'Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'World War II']"
8177,98177,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy']"
8178,98178,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Time Travel', 'Speculative Fiction', 'Mystery']"
8179,98179,"['Nonfiction', 'Psychology', 'Feminism', 'Parenting', 'Education', 'Self Help', 'Mental Health']"
8180,98180,"['Historical Fiction', 'Fiction', 'Russia', 'World War II', 'Historical', 'War', 'Romance']"
8181,98181,"['Nonfiction', 'History', 'Photography', 'Classics', 'Art', 'Sociology', 'Biography']"
8182,98182,"['Philosophy', 'Politics', 'History', 'Classics', 'Nonfiction', 'Political Science', 'Italian Literature']"
8183,98183,"['Fiction', 'Art', 'Contemporary', 'Novels', 'Audiobook', 'New York', 'Adult Fiction']"
8184,98184,"['Spirituality', 'Buddhism', 'Nonfiction', 'Philosophy', 'Religion', 'Self Help', 'Death']"
8185,98185,"['Paranormal', 'Fantasy', 'Romance', 'Horror', 'Paranormal Romance']"
8186,98186,"['Fantasy', 'Fiction', 'Classics', 'Animals', 'Short Stories', 'Young Adult', 'Adventure']"
8187,98187,[]
8188,98188,"['Paranormal', 'Angels', 'Fantasy', 'Young Adult', 'Romance', 'Paranormal Romance', 'New Adult']"
8189,98189,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Magic', 'Mystery', 'Supernatural']"
8190,98190,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Medieval', 'Adventure', 'Audiobook']"
8191,98191,"['Christian Fiction', 'Mystery', 'Romance', 'Suspense', 'Fiction', 'Christian', 'Mystery Thriller']"
8192,98192,"['Fiction', 'Chick Lit', 'Audiobook', 'Contemporary', 'Adult', 'Adult Fiction', 'Romance']"
8193,98193,"['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Technology', 'Design', 'Buisness']"
8194,98194,"['Fiction', 'Mystery', 'France', 'Contemporary', 'Literary Fiction', 'Crime', 'British Literature']"
8195,98195,"['Mystery', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Crime']"
8196,98196,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Fantasy', 'China', 'Science Fiction Fantasy']"
8197,98197,"['Fantasy', 'Fiction', 'Canada', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Arthurian']"
8198,98198,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Literature', 'Novels', 'British Literature']"
8199,98199,"['Thriller', 'Fiction', 'Mystery', 'Espionage', 'Suspense', 'Spy Thriller', 'Adventure']"
8200,98200,"['Fiction', 'Feminism', 'Canada', 'Classics', 'Contemporary', 'Literary Fiction', 'Novels']"
8201,98201,"['Self Help', 'Nonfiction', 'Psychology', 'Christian', 'Relationships', 'Personal Development', 'Christian Living']"
8202,98202,"['Nonfiction', 'Psychology', 'Memoir', 'Biography', 'Mental Health', 'Mental Illness', 'Autobiography']"
8203,98203,"['Mystery', 'Fiction', 'Cozy Mystery', 'Historical Fiction', 'Mystery Thriller', 'Historical', 'British Literature']"
8204,98204,['Islam']
8205,98205,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Victorian', 'British Literature', 'Gothic']"
8206,98206,"['Fiction', 'Thriller', 'Military Fiction', 'War', 'Action', 'Espionage', 'Suspense']"
8207,98207,[]
8208,98208,"['History', 'Nonfiction', 'Religion', 'Biography', 'Christianity', 'Audiobook', 'Spirituality']"
8209,98209,"['Fiction', 'India', 'Historical Fiction', 'Asia', 'Literary Fiction', 'Book Club', 'Contemporary']"
8210,98210,"['Feminism', 'Nonfiction', 'Politics', 'Philosophy', 'Essays', 'Classics', 'Gender']"
8211,98211,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Graphic Novels', 'Science Fiction Fantasy', 'Magic']"
8212,98212,"['Science Fiction', 'Romance', 'Fiction', 'LGBT', 'Fantasy', 'Queer', 'Time Travel']"
8213,98213,"['Science Fiction', 'Space Opera', 'Fiction', 'Space', 'Military Fiction', 'Military Science Fiction', 'Science Fiction Fantasy']"
8214,98214,"['Nonfiction', 'India', 'Biography', 'Memoir', 'Autobiography', 'Feminism', 'History']"
8215,98215,"['Psychology', 'Nonfiction', 'Philosophy', 'Self Help', 'Mythology', 'Spirituality', 'Poetry']"
8216,98216,"['Science Fiction', 'Fantasy', 'Fiction', 'Feminism', 'Science Fiction Fantasy', 'Speculative Fiction', 'Dystopia']"
8217,98217,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Werewolves', 'Vampires', 'Paranormal Romance']"
8218,98218,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Teen', 'Mystery', 'Crime']"
8219,98219,"['Spirituality', 'Philosophy', 'Religion', 'Mysticism', 'India']"
8220,98220,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Humor', 'Audiobook']"
8221,98221,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Irish Literature', 'Literature']"
8222,98222,"['Historical Fiction', 'Romance', 'Time Travel', 'Fiction', 'Fantasy', 'Historical', 'Historical Romance']"
8223,98223,"['History', 'Nonfiction', 'Biography', 'World War II', 'War', 'Memoir', 'Germany']"
8224,98224,['Politics']
8225,98225,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult']"
8226,98226,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Humor', 'Family']"
8227,98227,"['Science Fiction', 'Short Stories', 'Fiction', 'Anthologies', 'Audiobook', 'Classics', 'Collections']"
8228,98228,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Nature', 'Africa', 'Cats']"
8229,98229,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'American', 'Adult Fiction', 'Literature']"
8230,98230,"['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Dystopia', 'Fantasy', 'Literature']"
8231,98231,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', 'Novels', '20th Century']"
8232,98232,"['Poetry', 'Russia', 'Russian Literature', 'Classics', 'Fiction', 'Womens', 'Literature']"
8233,98233,"['Nonfiction', 'Africa', 'Memoir', 'Biography', 'Science', 'Biography Memoir', 'Malawi']"
8234,98234,"['History', 'Nonfiction', 'World War II', 'Biography', 'War', 'American History', 'Historical']"
8235,98235,"['History', 'Classics', 'Nonfiction', 'Ancient History', 'Biography', 'Roman', 'Ancient']"
8236,98236,['Islam']
8237,98237,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Chapter Books']"
8238,98238,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Romance', 'Childrens']"
8239,98239,"['Fiction', 'Classics', 'Philosophy', 'France', 'Feminism', 'French Literature', 'Novels']"
8240,98240,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Mystery', 'Contemporary Romance', 'Fiction']"
8241,98241,"['Politics', 'Nonfiction', 'Philosophy', 'Feminism', 'Essays', 'Theory', 'History']"
8242,98242,"['Dark', 'Suspense', 'Erotica', 'Horror', 'Erotic Romance', 'Romance', 'Drama']"
8243,98243,"['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Adult', 'Book Club', 'Adult Fiction']"
8244,98244,"['Fantasy', 'Fiction', 'Heroic Fantasy', 'Dark Fantasy']"
8245,98245,"['Crime', 'Thriller', 'Fiction', 'Mystery', 'Scandinavian Literature', 'Mystery Thriller', 'Nordic Noir']"
8246,98246,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Fiction', 'High Fantasy', 'Adventure']"
8247,98247,"['Science Fiction', 'Fiction', 'Mystery', 'Science Fiction Fantasy', 'Robots', 'Speculative Fiction', 'Classics']"
8248,98248,"['Historical Fiction', 'Mystery', 'Fiction', 'Crime', 'Thriller', 'Noir', 'Germany']"
8249,98249,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Fantasy', 'Humor']"
8250,98250,"['Business', 'Nonfiction', 'Design', 'Psychology', 'Entrepreneurship', 'Self Help', 'Technology']"
8251,98251,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Biography', 'Linguistics', 'Psychology']"
8252,98252,"['Young Adult', 'Fiction', 'War', 'Dystopia', 'Australia', 'Adventure', 'Action']"
8253,98253,"['Childrens', 'Fantasy', 'Picture Books', 'Fiction', 'Classics']"
8254,98254,"['Classics', 'Nonfiction', 'Biography', 'German Literature', 'Literature', 'Memoir', '20th Century']"
8255,98255,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Detective']"
8256,98256,['Islam']
8257,98257,"['Religion', 'Islam', 'Self Help', 'Nonfiction', 'Psychology', 'Unfinished', 'Spirituality']"
8258,98258,"['Fantasy', 'Vampires', 'Paranormal', 'Middle Grade', 'Childrens', 'Fiction', 'Young Adult']"
8259,98259,"['Fiction', 'Historical Fiction', 'China', 'Asia', 'Historical', 'War', 'France']"
8260,98260,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure']"
8261,98261,"['Kids', 'Nonfiction']"
8262,98262,"['Fiction', 'Russia', 'Classics', 'Historical Fiction', 'Russian Literature', 'War', 'Literature']"
8263,98263,"['Fantasy', 'Classics', 'Fiction', 'Childrens', 'Fairy Tales', 'Middle Grade', 'Young Adult']"
8264,98264,"['Science Fiction', 'Fiction', 'Space Opera', 'Singularity', 'Speculative Fiction', 'Space', 'Time Travel']"
8265,98265,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'British Literature']"
8266,98266,"['Picture Books', 'Childrens', 'Cats', 'Fiction', 'Animals', 'Classics', 'Humor']"
8267,98267,"['Historical Fiction', 'Fiction']"
8268,98268,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'British Literature', 'Adult', 'Adult Fiction']"
8269,98269,"['Fiction', 'Novels', 'Egypt', 'Literature', 'Contemporary', 'The United States Of America', 'Politics']"
8270,98270,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Science Fiction Fantasy', 'Dystopia', 'Survival']"
8271,98271,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Romance', 'Space']"
8272,98272,"['Biography', 'Nonfiction', 'Christian', 'Christianity', 'History', 'Faith', 'Religion']"
8273,98273,"['Psychology', 'Nonfiction', 'Philosophy', 'Psychoanalysis', 'Anthropology', 'Religion', 'Classics']"
8274,98274,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Young Adult Fantasy', 'Mythology', 'Audiobook']"
8275,98275,"['Spirituality', 'Philosophy', 'Nonfiction', 'Self Help', 'Buddhism', 'Religion', 'Health']"
8276,98276,"['Science Fiction', 'Young Adult', 'Time Travel', 'Historical Fiction', 'Fantasy', 'Fiction', 'Middle Grade']"
8277,98277,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'Military Fiction', 'Fiction']"
8278,98278,"['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'High Fantasy', 'Military Fiction', 'Science Fiction Fantasy']"
8279,98279,"['Fiction', 'Contemporary', 'Audiobook', 'Mental Health', 'Adult', 'Adult Fiction', 'Romance']"
8280,98280,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Humor', 'New York', 'Juvenile']"
8281,98281,[]
8282,98282,"['Historical Fiction', 'Fiction', 'World War II', 'War', 'Historical', 'Holocaust', 'Literature']"
8283,98283,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Animals', 'Fantasy']"
8284,98284,"['Fiction', 'Romance', 'Polish Literature', 'Contemporary', 'Novels', 'Poland', 'Drama']"
8285,98285,"['Memoir', 'Food', 'Nonfiction', 'Biography', 'Cooking', 'Food Writing', 'Foodie']"
8286,98286,"['Christian Fiction', 'Fiction', 'Christian', 'Fantasy', 'Thriller', 'Religion', 'Spirituality']"
8287,98287,"['Philosophy', 'Fiction', 'Religion', 'Spirituality', 'Science Fiction', 'Psychology', 'Metaphysics']"
8288,98288,"['Art', 'Picture Books', 'Childrens', 'Biography', 'France', 'Nonfiction', 'History']"
8289,98289,"['Fiction', 'Classics', 'British Literature', 'Literature', 'Historical Fiction', 'Novels', '20th Century']"
8290,98290,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Romance', 'Young Adult Fantasy', 'High Fantasy']"
8291,98291,"['Science Fiction', 'Young Adult', 'Mystery', 'Time Travel', 'Fantasy', 'Fiction', 'Middle Grade']"
8292,98292,"['Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural']"
8293,98293,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Suspense', 'Crime']"
8294,98294,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Suspense', 'Supernatural', 'Paranormal']"
8295,98295,"['Middle Grade', 'Childrens', 'Realistic Fiction', 'Fiction', 'Graphic Novels', 'Humor', 'Diary']"
8296,98296,"['Young Adult', 'Fiction', 'War', 'Dystopia', 'Australia', 'Adventure', 'Action']"
8297,98297,"['Science Fiction', 'Fantasy', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Speculative Fiction', 'Metaphysics']"
8298,98298,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Middle Grade', 'Childrens', 'Medieval']"
8299,98299,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'War', 'Audiobook', 'Military Fiction']"
8300,98300,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Detective', 'British Literature']"
8301,98301,"['Fantasy', 'Young Adult', 'Fiction', 'Fairies', 'Fae', 'Urban Fantasy', 'Young Adult Fantasy']"
8302,98302,"['Fiction', 'Philosophy', 'Spirituality', 'Short Stories', 'Childrens', 'Fantasy', 'Classics']"
8303,98303,"['Psychology', 'Nonfiction', 'Parenting', 'Self Help', 'Family', 'Sociology', 'Science']"
8304,98304,"['Christian', 'Christian Living', 'Theology', 'Nonfiction', 'Christianity', 'Faith', 'Religion']"
8305,98305,"['Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Romance', 'Fantasy', 'Audiobook']"
8306,98306,"['Vampires', 'Fantasy', 'Paranormal', 'Childrens', 'Middle Grade', 'Fiction', 'Young Adult']"
8307,98307,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Fantasy', 'Art', 'Kids']"
8308,98308,"['Historical Fiction', 'Romance', 'Fiction', 'Historical', 'Time Travel', 'Scotland', 'Historical Romance']"
8309,98309,"['Fantasy', 'Middle Grade', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Fairy Tales']"
8310,98310,"['Nonfiction', 'History', 'Politics', 'Psychology', 'Science', 'Sociology', 'Health']"
8311,98311,"['History', 'Nonfiction', 'Biography', 'War', 'World War II', 'Military Fiction', 'American History']"
8312,98312,[]
8313,98313,"['Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Leadership', 'Buisness', 'Audiobook']"
8314,98314,"['Nonfiction', 'Self Help', 'Psychology', 'Health', 'Personal Development', 'Audiobook', 'Reference']"
8315,98315,"['Childrens', 'Fiction', 'Fantasy', 'Animals', 'Middle Grade', 'Young Adult', 'Chapter Books']"
8316,98316,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
8317,98317,[]
8318,98318,"['Nonfiction', 'Psychology', 'Philosophy', 'Sociology', 'Education', 'Humor', 'Essays']"
8319,98319,"['Fiction', 'Ireland', 'Irish Literature', 'Historical Fiction', 'Novels', 'Contemporary', 'Historical']"
8320,98320,"['History', 'Nonfiction', 'Psychology', 'Holocaust', 'World War II', 'War', 'Medicine']"
8321,98321,"['Mystery', 'Fantasy', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Young Adult']"
8322,98322,"['Fiction', 'Thriller', 'Mystery', 'Historical Fiction', 'Adventure', 'Mystery Thriller', 'Suspense']"
8323,98323,"['Tarot', 'Spirituality', 'Nonfiction', 'Divination', 'Philosophy', 'Religion', 'Buddhism']"
8324,98324,"['Science', 'Nonfiction', 'Feminism', 'History', 'Evolution', 'Anthropology', 'Biology']"
8325,98325,"['Classics', 'Fiction', 'Travel', 'Humor', 'Adventure', 'Literature', 'American']"
8326,98326,"['Comics', 'Graphic Novels', 'Humor', 'Fiction', 'Comic Book', 'Graphic Novels Comics', 'Adventure']"
